,HourDK,PriceDK1,Month,Day,Hour,Weekday,PriceDK2,SpotPriceDKK,Year
87664,2020-01-01 00:00:00,249.65,1,1,0,2,249.65,249.65,2020
87665,2020-01-01 01:00:00,237.33,1,1,1,2,237.33,237.33,2020
87666,2020-01-01 02:00:00,235.83,1,1,2,2,235.83,235.83,2020
87667,2020-01-01 03:00:00,233.66,1,1,3,2,233.66,233.66,2020
87668,2020-01-01 04:00:00,230.45,1,1,4,2,230.45,230.45,2020
87669,2020-01-01 05:00:00,225.15,1,1,5,2,225.15,225.15,2020
87670,2020-01-01 06:00:00,225.37,1,1,6,2,225.37,225.37,2020
87671,2020-01-01 07:00:00,224.1,1,1,7,2,224.1,224.1,2020
87672,2020-01-01 08:00:00,228.81,1,1,8,2,228.81,228.81,2020
87673,2020-01-01 09:00:00,228.51,1,1,9,2,228.51,228.51,2020
87674,2020-01-01 10:00:00,226.12,1,1,10,2,226.12,226.12,2020
87675,2020-01-01 11:00:00,226.64,1,1,11,2,226.64,226.64,2020
87676,2020-01-01 12:00:00,228.51,1,1,12,2,228.51,228.51,2020
87677,2020-01-01 13:00:00,224.4,1,1,13,2,224.4,224.4,2020
87678,2020-01-01 14:00:00,228.59,1,1,14,2,228.59,228.59,2020
87679,2020-01-01 15:00:00,232.25,1,1,15,2,232.25,232.25,2020
87680,2020-01-01 16:00:00,235.53,1,1,16,2,235.53,235.53,2020
87681,2020-01-01 17:00:00,237.4,1,1,17,2,237.4,237.4,2020
87682,2020-01-01 18:00:00,236.35,1,1,18,2,236.35,236.35,2020
87683,2020-01-01 19:00:00,234.86,1,1,19,2,234.86,234.86,2020
87684,2020-01-01 20:00:00,234.19,1,1,20,2,234.19,234.19,2020
87685,2020-01-01 21:00:00,232.1,1,1,21,2,232.1,232.1,2020
87686,2020-01-01 22:00:00,231.27,1,1,22,2,231.27,231.27,2020
87687,2020-01-01 23:00:00,228.66,1,1,23,2,228.66,228.66,2020
87688,2020-01-02 00:00:00,229.93,1,2,0,3,229.93,229.93,2020
87689,2020-01-02 01:00:00,228.89,1,2,1,3,228.89,228.89,2020
87690,2020-01-02 02:00:00,227.32,1,2,2,3,227.32,227.32,2020
87691,2020-01-02 03:00:00,215.07,1,2,3,3,215.07,215.07,2020
87692,2020-01-02 04:00:00,212.3,1,2,4,3,212.3,212.3,2020
87693,2020-01-02 05:00:00,214.77,1,2,5,3,214.77,214.77,2020
87694,2020-01-02 06:00:00,249.36,1,2,6,3,255.18,252.27,2020
87695,2020-01-02 07:00:00,237.48,1,2,7,3,314.27,275.875,2020
87696,2020-01-02 08:00:00,237.78,1,2,8,3,335.34,286.56,2020
87697,2020-01-02 09:00:00,237.1,1,2,9,3,338.1,287.6,2020
87698,2020-01-02 10:00:00,236.28,1,2,10,3,340.42,288.35,2020
87699,2020-01-02 11:00:00,233.97,1,2,11,3,336.83,285.4,2020
87700,2020-01-02 12:00:00,232.1,1,2,12,3,337.35,284.725,2020
87701,2020-01-02 13:00:00,232.02,1,2,13,3,335.41,283.71500000000003,2020
87702,2020-01-02 14:00:00,232.1,1,2,14,3,329.14,280.62,2020
87703,2020-01-02 15:00:00,233.52,1,2,15,3,334.96,284.24,2020
87704,2020-01-02 16:00:00,234.64,1,2,16,3,331.68,283.15999999999997,2020
87705,2020-01-02 17:00:00,234.56,1,2,17,3,344.0,289.28,2020
87706,2020-01-02 18:00:00,232.32,1,2,18,3,349.01,290.66499999999996,2020
87707,2020-01-02 19:00:00,229.71,1,2,19,3,338.1,283.90500000000003,2020
87708,2020-01-02 20:00:00,227.62,1,2,20,3,293.73,260.675,2020
87709,2020-01-02 21:00:00,224.85,1,2,21,3,224.85,224.85,2020
87710,2020-01-02 22:00:00,221.94,1,2,22,3,221.94,221.94,2020
87711,2020-01-02 23:00:00,186.68,1,2,23,3,186.68,186.68,2020
87712,2020-01-03 00:00:00,141.43,1,3,0,4,141.43,141.43,2020
87713,2020-01-03 01:00:00,74.56,1,3,1,4,74.56,74.56,2020
87714,2020-01-03 02:00:00,11.43,1,3,2,4,11.43,11.43,2020
87715,2020-01-03 03:00:00,1.05,1,3,3,4,1.05,1.05,2020
87716,2020-01-03 04:00:00,6.35,1,3,4,4,6.35,6.35,2020
87717,2020-01-03 05:00:00,74.11,1,3,5,4,74.11,74.11,2020
87718,2020-01-03 06:00:00,182.89,1,3,6,4,182.89,182.89,2020
87719,2020-01-03 07:00:00,199.33,1,3,7,4,199.33,199.33,2020
87720,2020-01-03 08:00:00,215.24,1,3,8,4,215.24,215.24,2020
87721,2020-01-03 09:00:00,218.75,1,3,9,4,218.75,218.75,2020
87722,2020-01-03 10:00:00,215.54,1,3,10,4,215.54,215.54,2020
87723,2020-01-03 11:00:00,237.58,1,3,11,4,237.58,237.58,2020
87724,2020-01-03 12:00:00,227.04,1,3,12,4,283.45,255.245,2020
87725,2020-01-03 13:00:00,225.92,1,3,13,4,283.15,254.53499999999997,2020
87726,2020-01-03 14:00:00,225.55,1,3,14,4,284.72,255.13500000000002,2020
87727,2020-01-03 15:00:00,227.12,1,3,15,4,283.23,255.175,2020
87728,2020-01-03 16:00:00,227.72,1,3,16,4,287.19,257.455,2020
87729,2020-01-03 17:00:00,227.42,1,3,17,4,302.35,264.885,2020
87730,2020-01-03 18:00:00,225.33,1,3,18,4,308.93,267.13,2020
87731,2020-01-03 19:00:00,222.86,1,3,19,4,249.31,236.085,2020
87732,2020-01-03 20:00:00,215.84,1,3,20,4,215.84,215.84,2020
87733,2020-01-03 21:00:00,206.95,1,3,21,4,206.95,206.95,2020
87734,2020-01-03 22:00:00,192.0,1,3,22,4,192.0,192.0,2020
87735,2020-01-03 23:00:00,164.66,1,3,23,4,164.66,164.66,2020
87736,2020-01-04 00:00:00,162.38,1,4,0,5,162.38,162.38,2020
87737,2020-01-04 01:00:00,119.19,1,4,1,5,119.19,119.19,2020
87738,2020-01-04 02:00:00,121.28,1,4,2,5,121.28,121.28,2020
87739,2020-01-04 03:00:00,48.2,1,4,3,5,48.2,48.2,2020
87740,2020-01-04 04:00:00,28.62,1,4,4,5,28.62,28.62,2020
87741,2020-01-04 05:00:00,0.9,1,4,5,5,0.9,0.9,2020
87742,2020-01-04 06:00:00,0.52,1,4,6,5,0.52,0.52,2020
87743,2020-01-04 07:00:00,142.51,1,4,7,5,142.51,142.51,2020
87744,2020-01-04 08:00:00,130.7,1,4,8,5,130.7,130.7,2020
87745,2020-01-04 09:00:00,179.2,1,4,9,5,179.2,179.2,2020
87746,2020-01-04 10:00:00,65.76,1,4,10,5,65.76,65.76,2020
87747,2020-01-04 11:00:00,134.14,1,4,11,5,134.14,134.14,2020
87748,2020-01-04 12:00:00,145.72,1,4,12,5,145.72,145.72,2020
87749,2020-01-04 13:00:00,102.68,1,4,13,5,102.68,102.68,2020
87750,2020-01-04 14:00:00,130.18,1,4,14,5,130.18,130.18,2020
87751,2020-01-04 15:00:00,152.3,1,4,15,5,152.3,152.3,2020
87752,2020-01-04 16:00:00,187.42,1,4,16,5,187.42,187.42,2020
87753,2020-01-04 17:00:00,215.81,1,4,17,5,215.81,215.81,2020
87754,2020-01-04 18:00:00,239.28,1,4,18,5,239.28,239.28,2020
87755,2020-01-04 19:00:00,264.16,1,4,19,5,264.16,264.16,2020
87756,2020-01-04 20:00:00,224.03,1,4,20,5,224.03,224.03,2020
87757,2020-01-04 21:00:00,224.56,1,4,21,5,257.51,241.035,2020
87758,2020-01-04 22:00:00,224.86,1,4,22,5,224.86,224.86,2020
87759,2020-01-04 23:00:00,283.59,1,4,23,5,283.59,283.59,2020
87760,2020-01-05 00:00:00,247.37,1,5,0,6,247.37,247.37,2020
87761,2020-01-05 01:00:00,241.24,1,5,1,6,241.24,241.24,2020
87762,2020-01-05 02:00:00,233.02,1,5,2,6,233.02,233.02,2020
87763,2020-01-05 03:00:00,224.95,1,5,3,6,224.95,224.95,2020
87764,2020-01-05 04:00:00,223.9,1,5,4,6,223.9,223.9,2020
87765,2020-01-05 05:00:00,223.3,1,5,5,6,223.3,223.3,2020
87766,2020-01-05 06:00:00,227.04,1,5,6,6,227.04,227.04,2020
87767,2020-01-05 07:00:00,232.79,1,5,7,6,232.79,232.79,2020
87768,2020-01-05 08:00:00,239.82,1,5,8,6,239.82,239.82,2020
87769,2020-01-05 09:00:00,233.02,1,5,9,6,256.11,244.565,2020
87770,2020-01-05 10:00:00,236.16,1,5,10,6,280.47,258.315,2020
87771,2020-01-05 11:00:00,235.78,1,5,11,6,291.38,263.58,2020
87772,2020-01-05 12:00:00,233.32,1,5,12,6,285.11,259.21500000000003,2020
87773,2020-01-05 13:00:00,231.15,1,5,13,6,264.33,247.74,2020
87774,2020-01-05 14:00:00,229.21,1,5,14,6,257.38,243.29500000000002,2020
87775,2020-01-05 15:00:00,230.1,1,5,15,6,269.79,249.945,2020
87776,2020-01-05 16:00:00,232.87,1,5,16,6,303.34,268.105,2020
87777,2020-01-05 17:00:00,235.63,1,5,17,6,235.63,235.63,2020
87778,2020-01-05 18:00:00,232.42,1,5,18,6,232.42,232.42,2020
87779,2020-01-05 19:00:00,227.34,1,5,19,6,227.34,227.34,2020
87780,2020-01-05 20:00:00,223.23,1,5,20,6,223.23,223.23,2020
87781,2020-01-05 21:00:00,221.28,1,5,21,6,221.28,221.28,2020
87782,2020-01-05 22:00:00,220.16,1,5,22,6,220.16,220.16,2020
87783,2020-01-05 23:00:00,199.39,1,5,23,6,199.39,199.39,2020
87784,2020-01-06 00:00:00,217.92,1,6,0,0,197.44,207.68,2020
87785,2020-01-06 01:00:00,216.73,1,6,1,0,198.04,207.385,2020
87786,2020-01-06 02:00:00,217.32,1,6,2,0,217.32,217.32,2020
87787,2020-01-06 03:00:00,207.16,1,6,3,0,207.16,207.16,2020
87788,2020-01-06 04:00:00,202.0,1,6,4,0,202.0,202.0,2020
87789,2020-01-06 05:00:00,206.41,1,6,5,0,206.41,206.41,2020
87790,2020-01-06 06:00:00,247.96,1,6,6,0,247.96,247.96,2020
87791,2020-01-06 07:00:00,255.66,1,6,7,0,255.66,255.66,2020
87792,2020-01-06 08:00:00,267.17,1,6,8,0,267.17,267.17,2020
87793,2020-01-06 09:00:00,243.03,1,6,9,0,243.03,243.03,2020
87794,2020-01-06 10:00:00,239.22,1,6,10,0,239.22,239.22,2020
87795,2020-01-06 11:00:00,233.39,1,6,11,0,233.39,233.39,2020
87796,2020-01-06 12:00:00,233.09,1,6,12,0,233.09,233.09,2020
87797,2020-01-06 13:00:00,232.27,1,6,13,0,232.27,232.27,2020
87798,2020-01-06 14:00:00,233.24,1,6,14,0,233.24,233.24,2020
87799,2020-01-06 15:00:00,233.91,1,6,15,0,233.91,233.91,2020
87800,2020-01-06 16:00:00,250.95,1,6,16,0,250.95,250.95,2020
87801,2020-01-06 17:00:00,254.47,1,6,17,0,254.47,254.47,2020
87802,2020-01-06 18:00:00,233.99,1,6,18,0,233.99,233.99,2020
87803,2020-01-06 19:00:00,231.3,1,6,19,0,231.3,231.3,2020
87804,2020-01-06 20:00:00,228.53,1,6,20,0,228.53,228.53,2020
87805,2020-01-06 21:00:00,226.29,1,6,21,0,226.29,226.29,2020
87806,2020-01-06 22:00:00,220.16,1,6,22,0,220.16,220.16,2020
87807,2020-01-06 23:00:00,217.25,1,6,23,0,217.25,217.25,2020
87808,2020-01-07 00:00:00,211.34,1,7,0,1,211.34,211.34,2020
87809,2020-01-07 01:00:00,211.79,1,7,1,1,211.79,211.79,2020
87810,2020-01-07 02:00:00,212.76,1,7,2,1,212.76,212.76,2020
87811,2020-01-07 03:00:00,210.07,1,7,3,1,210.07,210.07,2020
87812,2020-01-07 04:00:00,214.48,1,7,4,1,214.48,214.48,2020
87813,2020-01-07 05:00:00,215.23,1,7,5,1,215.23,215.23,2020
87814,2020-01-07 06:00:00,228.83,1,7,6,1,228.83,228.83,2020
87815,2020-01-07 07:00:00,281.0,1,7,7,1,281.0,281.0,2020
87816,2020-01-07 08:00:00,351.17,1,7,8,1,351.17,351.17,2020
87817,2020-01-07 09:00:00,351.77,1,7,9,1,351.77,351.77,2020
87818,2020-01-07 10:00:00,351.69,1,7,10,1,351.69,351.69,2020
87819,2020-01-07 11:00:00,351.1,1,7,11,1,351.1,351.1,2020
87820,2020-01-07 12:00:00,314.1,1,7,12,1,314.1,314.1,2020
87821,2020-01-07 13:00:00,316.64,1,7,13,1,316.64,316.64,2020
87822,2020-01-07 14:00:00,246.99,1,7,14,1,246.99,246.99,2020
87823,2020-01-07 15:00:00,230.48,1,7,15,1,246.99,238.735,2020
87824,2020-01-07 16:00:00,229.51,1,7,16,1,276.51,253.01,2020
87825,2020-01-07 17:00:00,228.23,1,7,17,1,246.92,237.575,2020
87826,2020-01-07 18:00:00,225.54,1,7,18,1,225.54,225.54,2020
87827,2020-01-07 19:00:00,220.16,1,7,19,1,220.16,220.16,2020
87828,2020-01-07 20:00:00,213.96,1,7,20,1,213.96,213.96,2020
87829,2020-01-07 21:00:00,209.1,1,7,21,1,209.1,209.1,2020
87830,2020-01-07 22:00:00,201.26,1,7,22,1,201.26,201.26,2020
87831,2020-01-07 23:00:00,180.93,1,7,23,1,180.93,180.93,2020
87832,2020-01-08 00:00:00,141.61,1,8,0,2,141.61,141.61,2020
87833,2020-01-08 01:00:00,37.07,1,8,1,2,37.07,37.07,2020
87834,2020-01-08 02:00:00,0.75,1,8,2,2,0.75,0.75,2020
87835,2020-01-08 03:00:00,0.82,1,8,3,2,0.82,0.82,2020
87836,2020-01-08 04:00:00,13.08,1,8,4,2,13.08,13.08,2020
87837,2020-01-08 05:00:00,154.99,1,8,5,2,154.99,154.99,2020
87838,2020-01-08 06:00:00,191.08,1,8,6,2,191.08,191.08,2020
87839,2020-01-08 07:00:00,201.7,1,8,7,2,201.7,201.7,2020
87840,2020-01-08 08:00:00,204.31,1,8,8,2,204.31,204.31,2020
87841,2020-01-08 09:00:00,208.65,1,8,9,2,208.65,208.65,2020
87842,2020-01-08 10:00:00,209.47,1,8,10,2,209.47,209.47,2020
87843,2020-01-08 11:00:00,209.39,1,8,11,2,209.39,209.39,2020
87844,2020-01-08 12:00:00,209.24,1,8,12,2,209.24,209.24,2020
87845,2020-01-08 13:00:00,209.09,1,8,13,2,209.09,209.09,2020
87846,2020-01-08 14:00:00,209.69,1,8,14,2,209.69,209.69,2020
87847,2020-01-08 15:00:00,212.53,1,8,15,2,212.53,212.53,2020
87848,2020-01-08 16:00:00,215.82,1,8,16,2,215.82,215.82,2020
87849,2020-01-08 17:00:00,291.97,1,8,17,2,291.97,291.97,2020
87850,2020-01-08 18:00:00,320.89,1,8,18,2,349.06,334.975,2020
87851,2020-01-08 19:00:00,269.92,1,8,19,2,269.92,269.92,2020
87852,2020-01-08 20:00:00,216.94,1,8,20,2,216.94,216.94,2020
87853,2020-01-08 21:00:00,222.32,1,8,21,2,222.32,222.32,2020
87854,2020-01-08 22:00:00,223.29,1,8,22,2,223.29,223.29,2020
87855,2020-01-08 23:00:00,208.72,1,8,23,2,208.72,208.72,2020
87856,2020-01-09 00:00:00,188.4,1,9,0,3,188.4,188.4,2020
87857,2020-01-09 01:00:00,189.37,1,9,1,3,189.37,189.37,2020
87858,2020-01-09 02:00:00,207.31,1,9,2,3,207.31,207.31,2020
87859,2020-01-09 03:00:00,239.97,1,9,3,3,239.97,239.97,2020
87860,2020-01-09 04:00:00,216.73,1,9,4,3,216.73,216.73,2020
87861,2020-01-09 05:00:00,210.0,1,9,5,3,210.0,210.0,2020
87862,2020-01-09 06:00:00,270.31,1,9,6,3,270.31,270.31,2020
87863,2020-01-09 07:00:00,347.51,1,9,7,3,347.51,347.51,2020
87864,2020-01-09 08:00:00,357.6,1,9,8,3,357.6,357.6,2020
87865,2020-01-09 09:00:00,341.38,1,9,9,3,341.38,341.38,2020
87866,2020-01-09 10:00:00,325.91,1,9,10,3,325.91,325.91,2020
87867,2020-01-09 11:00:00,298.93,1,9,11,3,298.93,298.93,2020
87868,2020-01-09 12:00:00,270.31,1,9,12,3,270.31,270.31,2020
87869,2020-01-09 13:00:00,243.93,1,9,13,3,243.93,243.93,2020
87870,2020-01-09 14:00:00,234.89,1,9,14,3,234.89,234.89,2020
87871,2020-01-09 15:00:00,232.42,1,9,15,3,232.42,232.42,2020
87872,2020-01-09 16:00:00,243.55,1,9,16,3,243.55,243.55,2020
87873,2020-01-09 17:00:00,320.23,1,9,17,3,320.23,320.23,2020
87874,2020-01-09 18:00:00,304.31,1,9,18,3,304.31,304.31,2020
87875,2020-01-09 19:00:00,211.72,1,9,19,3,211.72,211.72,2020
87876,2020-01-09 20:00:00,206.56,1,9,20,3,206.56,206.56,2020
87877,2020-01-09 21:00:00,205.89,1,9,21,3,205.89,205.89,2020
87878,2020-01-09 22:00:00,201.03,1,9,22,3,201.03,201.03,2020
87879,2020-01-09 23:00:00,197.37,1,9,23,3,197.37,197.37,2020
87880,2020-01-10 00:00:00,194.82,1,10,0,4,194.82,194.82,2020
87881,2020-01-10 01:00:00,194.37,1,10,1,4,194.37,194.37,2020
87882,2020-01-10 02:00:00,192.88,1,10,2,4,192.88,192.88,2020
87883,2020-01-10 03:00:00,193.47,1,10,3,4,193.47,193.47,2020
87884,2020-01-10 04:00:00,195.79,1,10,4,4,195.79,195.79,2020
87885,2020-01-10 05:00:00,201.39,1,10,5,4,201.39,201.39,2020
87886,2020-01-10 06:00:00,216.34,1,10,6,4,216.34,216.34,2020
87887,2020-01-10 07:00:00,323.5,1,10,7,4,323.5,323.5,2020
87888,2020-01-10 08:00:00,354.22,1,10,8,4,354.22,354.22,2020
87889,2020-01-10 09:00:00,303.62,1,10,9,4,303.62,303.62,2020
87890,2020-01-10 10:00:00,270.97,1,10,10,4,270.97,270.97,2020
87891,2020-01-10 11:00:00,239.51,1,10,11,4,239.51,239.51,2020
87892,2020-01-10 12:00:00,214.02,1,10,12,4,214.02,214.02,2020
87893,2020-01-10 13:00:00,212.6,1,10,13,4,212.6,212.6,2020
87894,2020-01-10 14:00:00,210.96,1,10,14,4,210.96,210.96,2020
87895,2020-01-10 15:00:00,215.59,1,10,15,4,215.59,215.59,2020
87896,2020-01-10 16:00:00,265.66,1,10,16,4,265.66,265.66,2020
87897,2020-01-10 17:00:00,328.21,1,10,17,4,328.21,328.21,2020
87898,2020-01-10 18:00:00,340.84,1,10,18,4,340.84,340.84,2020
87899,2020-01-10 19:00:00,224.26,1,10,19,4,224.26,224.26,2020
87900,2020-01-10 20:00:00,206.25,1,10,20,4,206.25,206.25,2020
87901,2020-01-10 21:00:00,265.89,1,10,21,4,265.89,265.89,2020
87902,2020-01-10 22:00:00,271.57,1,10,22,4,271.57,271.57,2020
87903,2020-01-10 23:00:00,194.82,1,10,23,4,194.82,194.82,2020
87904,2020-01-11 00:00:00,261.63,1,11,0,5,261.63,261.63,2020
87905,2020-01-11 01:00:00,254.08,1,11,1,5,254.08,254.08,2020
87906,2020-01-11 02:00:00,195.42,1,11,2,5,195.42,195.42,2020
87907,2020-01-11 03:00:00,192.43,1,11,3,5,192.43,192.43,2020
87908,2020-01-11 04:00:00,189.89,1,11,4,5,189.89,189.89,2020
87909,2020-01-11 05:00:00,189.22,1,11,5,5,189.22,189.22,2020
87910,2020-01-11 06:00:00,190.26,1,11,6,5,190.26,190.26,2020
87911,2020-01-11 07:00:00,189.89,1,11,7,5,189.89,189.89,2020
87912,2020-01-11 08:00:00,191.83,1,11,8,5,191.83,191.83,2020
87913,2020-01-11 09:00:00,193.77,1,11,9,5,193.77,193.77,2020
87914,2020-01-11 10:00:00,193.18,1,11,10,5,193.18,193.18,2020
87915,2020-01-11 11:00:00,190.86,1,11,11,5,190.86,190.86,2020
87916,2020-01-11 12:00:00,188.24,1,11,12,5,188.24,188.24,2020
87917,2020-01-11 13:00:00,186.9,1,11,13,5,186.9,186.9,2020
87918,2020-01-11 14:00:00,185.85,1,11,14,5,185.85,185.85,2020
87919,2020-01-11 15:00:00,188.1,1,11,15,5,188.1,188.1,2020
87920,2020-01-11 16:00:00,190.94,1,11,16,5,190.94,190.94,2020
87921,2020-01-11 17:00:00,191.68,1,11,17,5,191.68,191.68,2020
87922,2020-01-11 18:00:00,189.96,1,11,18,5,189.96,189.96,2020
87923,2020-01-11 19:00:00,185.18,1,11,19,5,185.18,185.18,2020
87924,2020-01-11 20:00:00,180.17,1,11,20,5,180.17,180.17,2020
87925,2020-01-11 21:00:00,173.07,1,11,21,5,173.07,173.07,2020
87926,2020-01-11 22:00:00,159.4,1,11,22,5,159.4,159.4,2020
87927,2020-01-11 23:00:00,144.3,1,11,23,5,144.3,144.3,2020
87928,2020-01-12 00:00:00,150.29,1,12,0,6,150.29,150.29,2020
87929,2020-01-12 01:00:00,144.76,1,12,1,6,144.76,144.76,2020
87930,2020-01-12 02:00:00,137.21,1,12,2,6,137.21,137.21,2020
87931,2020-01-12 03:00:00,137.06,1,12,3,6,137.06,137.06,2020
87932,2020-01-12 04:00:00,135.71,1,12,4,6,135.71,135.71,2020
87933,2020-01-12 05:00:00,139.45,1,12,5,6,139.45,139.45,2020
87934,2020-01-12 06:00:00,129.96,1,12,6,6,129.96,129.96,2020
87935,2020-01-12 07:00:00,136.16,1,12,7,6,136.16,136.16,2020
87936,2020-01-12 08:00:00,165.16,1,12,8,6,165.16,165.16,2020
87937,2020-01-12 09:00:00,178.83,1,12,9,6,178.83,178.83,2020
87938,2020-01-12 10:00:00,181.08,1,12,10,6,181.08,181.08,2020
87939,2020-01-12 11:00:00,185.63,1,12,11,6,185.63,185.63,2020
87940,2020-01-12 12:00:00,182.72,1,12,12,6,182.72,182.72,2020
87941,2020-01-12 13:00:00,182.42,1,12,13,6,182.42,182.42,2020
87942,2020-01-12 14:00:00,186.38,1,12,14,6,186.38,186.38,2020
87943,2020-01-12 15:00:00,188.85,1,12,15,6,188.85,188.85,2020
87944,2020-01-12 16:00:00,191.99,1,12,16,6,191.99,191.99,2020
87945,2020-01-12 17:00:00,198.04,1,12,17,6,198.04,198.04,2020
87946,2020-01-12 18:00:00,199.38,1,12,18,6,199.38,199.38,2020
87947,2020-01-12 19:00:00,195.5,1,12,19,6,195.5,195.5,2020
87948,2020-01-12 20:00:00,191.46,1,12,20,6,191.46,191.46,2020
87949,2020-01-12 21:00:00,190.79,1,12,21,6,190.79,190.79,2020
87950,2020-01-12 22:00:00,190.42,1,12,22,6,190.42,190.42,2020
87951,2020-01-12 23:00:00,186.38,1,12,23,6,186.38,186.38,2020
87952,2020-01-13 00:00:00,163.07,1,13,0,0,168.3,165.685,2020
87953,2020-01-13 01:00:00,179.21,1,13,1,0,179.21,179.21,2020
87954,2020-01-13 02:00:00,188.55,1,13,2,0,188.55,188.55,2020
87955,2020-01-13 03:00:00,185.71,1,13,3,0,185.71,185.71,2020
87956,2020-01-13 04:00:00,186.9,1,13,4,0,186.9,186.9,2020
87957,2020-01-13 05:00:00,197.89,1,13,5,0,197.89,197.89,2020
87958,2020-01-13 06:00:00,221.8,1,13,6,0,221.8,221.8,2020
87959,2020-01-13 07:00:00,306.18,1,13,7,0,306.18,306.18,2020
87960,2020-01-13 08:00:00,356.47,1,13,8,0,356.47,356.47,2020
87961,2020-01-13 09:00:00,361.11,1,13,9,0,361.11,361.11,2020
87962,2020-01-13 10:00:00,356.62,1,13,10,0,356.62,356.62,2020
87963,2020-01-13 11:00:00,344.29,1,13,11,0,344.29,344.29,2020
87964,2020-01-13 12:00:00,342.8,1,13,12,0,342.8,342.8,2020
87965,2020-01-13 13:00:00,333.16,1,13,13,0,333.16,333.16,2020
87966,2020-01-13 14:00:00,324.04,1,13,14,0,324.04,324.04,2020
87967,2020-01-13 15:00:00,298.18,1,13,15,0,333.01,315.595,2020
87968,2020-01-13 16:00:00,281.81,1,13,16,0,318.58,300.195,2020
87969,2020-01-13 17:00:00,304.46,1,13,17,0,341.38,322.91999999999996,2020
87970,2020-01-13 18:00:00,209.1,1,13,18,0,330.24,269.67,2020
87971,2020-01-13 19:00:00,204.69,1,13,19,0,204.69,204.69,2020
87972,2020-01-13 20:00:00,197.89,1,13,20,0,197.89,197.89,2020
87973,2020-01-13 21:00:00,194.6,1,13,21,0,194.6,194.6,2020
87974,2020-01-13 22:00:00,189.37,1,13,22,0,189.37,189.37,2020
87975,2020-01-13 23:00:00,174.87,1,13,23,0,174.87,174.87,2020
87976,2020-01-14 00:00:00,168.82,1,14,0,1,165.98,167.39999999999998,2020
87977,2020-01-14 01:00:00,123.31,1,14,1,1,128.09,125.7,2020
87978,2020-01-14 02:00:00,66.44,1,14,2,1,92.0,79.22,2020
87979,2020-01-14 03:00:00,11.36,1,14,3,1,95.36,53.36,2020
87980,2020-01-14 04:00:00,11.81,1,14,4,1,138.25,75.03,2020
87981,2020-01-14 05:00:00,105.6,1,14,5,1,151.78,128.69,2020
87982,2020-01-14 06:00:00,188.55,1,14,6,1,184.06,186.305,2020
87983,2020-01-14 07:00:00,202.75,1,14,7,1,202.75,202.75,2020
87984,2020-01-14 08:00:00,193.11,1,14,8,1,193.11,193.11,2020
87985,2020-01-14 09:00:00,192.73,1,14,9,1,192.73,192.73,2020
87986,2020-01-14 10:00:00,192.36,1,14,10,1,192.36,192.36,2020
87987,2020-01-14 11:00:00,191.54,1,14,11,1,191.54,191.54,2020
87988,2020-01-14 12:00:00,190.64,1,14,12,1,190.64,190.64,2020
87989,2020-01-14 13:00:00,191.31,1,14,13,1,191.31,191.31,2020
87990,2020-01-14 14:00:00,192.51,1,14,14,1,192.51,192.51,2020
87991,2020-01-14 15:00:00,195.8,1,14,15,1,195.8,195.8,2020
87992,2020-01-14 16:00:00,198.41,1,14,16,1,198.41,198.41,2020
87993,2020-01-14 17:00:00,200.88,1,14,17,1,200.88,200.88,2020
87994,2020-01-14 18:00:00,197.67,1,14,18,1,197.67,197.67,2020
87995,2020-01-14 19:00:00,193.56,1,14,19,1,193.56,193.56,2020
87996,2020-01-14 20:00:00,187.73,1,14,20,1,187.73,187.73,2020
87997,2020-01-14 21:00:00,178.01,1,14,21,1,178.01,178.01,2020
87998,2020-01-14 22:00:00,166.65,1,14,22,1,166.65,166.65,2020
87999,2020-01-14 23:00:00,92.67,1,14,23,1,92.67,92.67,2020
88000,2020-01-15 00:00:00,120.62,1,15,0,2,120.62,120.62,2020
88001,2020-01-15 01:00:00,37.81,1,15,1,2,37.81,37.81,2020
88002,2020-01-15 02:00:00,0.82,1,15,2,2,0.82,0.82,2020
88003,2020-01-15 03:00:00,13.23,1,15,3,2,13.23,13.23,2020
88004,2020-01-15 04:00:00,53.28,1,15,4,2,53.28,53.28,2020
88005,2020-01-15 05:00:00,133.47,1,15,5,2,139.45,136.45999999999998,2020
88006,2020-01-15 06:00:00,188.17,1,15,6,2,182.19,185.18,2020
88007,2020-01-15 07:00:00,192.73,1,15,7,2,192.73,192.73,2020
88008,2020-01-15 08:00:00,190.41,1,15,8,2,190.41,190.41,2020
88009,2020-01-15 09:00:00,190.64,1,15,9,2,190.64,190.64,2020
88010,2020-01-15 10:00:00,189.37,1,15,10,2,189.37,189.37,2020
88011,2020-01-15 11:00:00,186.68,1,15,11,2,186.68,186.68,2020
88012,2020-01-15 12:00:00,187.2,1,15,12,2,187.2,187.2,2020
88013,2020-01-15 13:00:00,187.72,1,15,13,2,187.72,187.72,2020
88014,2020-01-15 14:00:00,188.62,1,15,14,2,188.62,188.62,2020
88015,2020-01-15 15:00:00,193.85,1,15,15,2,193.85,193.85,2020
88016,2020-01-15 16:00:00,199.01,1,15,16,2,199.01,199.01,2020
88017,2020-01-15 17:00:00,200.95,1,15,17,2,200.95,200.95,2020
88018,2020-01-15 18:00:00,197.44,1,15,18,2,197.44,197.44,2020
88019,2020-01-15 19:00:00,192.06,1,15,19,2,192.06,192.06,2020
