,Date,Hour,ProductionLt100MW,ProductionGe100MW,OffshoreWindPower,OnshoreWindPower,SolarPower,ExchangeGreatBelt,ExchangeGermany,ExchangeNetherlands,ExchangeNorway,ExchangeSweden,BornholmSE4,Sum,Weekday,Month,HourDK
403,2020-01-17,20,619.0391666666667,1260.0491666666667,1017.7858333333334,848.0658333333332,0.0,0.0,-1444.9633333333334,-700.33,942.1325,1599.6975,8.070833333333335,4149.5475,4.0,1.0,2020-01-17 20:00:00
404,2020-01-17,21,638.9516666666667,1257.1158333333333,1289.4083333333333,849.8024999999999,0.0,0.0,-1339.05,-700.33,787.8733333333333,1057.6275,5.434166666666666,3846.8333333333335,4.0,1.0,2020-01-17 21:00:00
405,2020-01-17,22,558.3341666666666,1152.9316666666666,1171.2708333333333,923.4891666666666,0.0,0.0,-635.985,-698.3641666666666,736.9858333333333,485.30916666666667,3.1750000000000003,3697.146666666667,4.0,1.0,2020-01-17 22:00:00
406,2020-01-17,23,570.5325,1148.6108333333334,1097.8025,1122.4766666666667,0.0,0.0,-462.5375000000001,-700.2166666666667,538.0158333333333,69.335,2.3866666666666667,3386.405833333333,4.0,1.0,2020-01-17 23:00:00
407,2020-01-18,0,490.0058333333333,1114.7658333333334,1000.6150000000001,1288.9725,0.0,0.0,359.94416666666666,-700.0675,103.0225,-422.69250000000005,4.32,3238.8858333333333,5.0,1.0,2020-01-18 00:00:00
408,2020-01-18,1,483.8416666666667,1083.7250000000001,953.5116666666667,1328.1075,0.0,0.0,183.7166666666666,-699.8091666666666,-174.41666666666666,46.63166666666666,4.263333333333333,3209.5716666666667,5.0,1.0,2020-01-18 01:00:00
409,2020-01-18,2,504.0491666666667,1122.2333333333333,1104.05,1464.9116666666666,0.0,0.0,32.18416666666667,-699.77,-414.9166666666667,14.159999999999998,5.4175,3132.3191666666667,5.0,1.0,2020-01-18 02:00:00
410,2020-01-18,3,523.6791666666667,1002.2075,1323.27,1545.4641666666666,0.0,0.0,-215.44333333333336,-699.77,-113.16666666666667,-251.49,3.22,3117.9708333333333,5.0,1.0,2020-01-18 03:00:00
411,2020-01-18,4,493.75666666666666,923.6491666666666,1333.8883333333333,1676.3991666666668,0.0,0.0,-147.1183333333333,-699.77,-130.0,-262.88666666666666,-4.1225,3183.795833333333,5.0,1.0,2020-01-18 04:00:00
412,2020-01-18,5,503.92,925.0033333333334,1349.375,1858.4383333333335,0.0,0.0,-223.41083333333333,-699.77,-105.58333333333333,-356.6033333333333,-9.1975,3242.1716666666666,5.0,1.0,2020-01-18 05:00:00
413,2020-01-18,6,532.5391666666667,933.46,1470.925,2007.1758333333335,0.0,0.0,-216.06583333333333,-699.8516666666666,-51.666666666666664,-477.01500000000004,-11.999166666666667,3487.5016666666666,5.0,1.0,2020-01-18 06:00:00
414,2020-01-18,7,542.1991666666667,1018.9341666666666,1432.1000000000001,1989.6025,0.0,0.0,-142.67166666666668,-699.91,7.404166666666666,-330.2316666666667,-9.148333333333333,3808.278333333333,5.0,1.0,2020-01-18 07:00:00
415,2020-01-18,8,542.91,1013.0566666666667,1417.695,1963.4683333333332,1.3325,0.0,-72.96499999999999,-699.91,66.10666666666667,-110.26166666666667,-8.590833333333334,4112.841666666666,5.0,1.0,2020-01-18 08:00:00
416,2020-01-18,9,560.9033333333333,957.7841666666667,1405.6383333333333,2101.31,20.875,0.0,-124.46083333333333,-700.055,178.49166666666667,-94.22666666666667,-8.1,4298.16,5.0,1.0,2020-01-18 09:00:00
417,2020-01-18,10,558.6875,1111.3816666666667,1255.5841666666668,2259.7291666666665,49.86166666666667,0.0,-47.90083333333331,-700.0425,253.45749999999998,-337.98499999999996,-10.8375,4391.935833333334,5.0,1.0,2020-01-18 10:00:00
418,2020-01-18,11,561.78,951.645,1363.9808333333333,2322.4266666666667,78.5175,0.0,-140.33749999999998,-699.9900000000001,148.87,-145.01666666666668,-14.359166666666667,4427.516666666666,5.0,1.0,2020-01-18 11:00:00
419,2020-01-18,12,563.64,891.8441666666666,1346.3025,2388.7608333333333,86.1125,0.0,-86.0225,-699.8650000000001,118.26416666666667,-135.05166666666665,-15.791666666666666,4458.193333333334,5.0,1.0,2020-01-18 12:00:00
420,2020-01-18,13,551.3349999999999,994.8391666666666,1441.1341666666667,2366.521666666667,83.10166666666667,0.0,-140.77666666666667,-699.69,55.705000000000005,-230.64166666666665,-12.549999999999999,4408.9783333333335,5.0,1.0,2020-01-18 13:00:00
421,2020-01-18,14,595.5425,1152.2716666666668,1448.04,2428.0558333333333,62.61666666666667,0.0,-569.3533333333334,-699.69,-9.958333333333334,-158.29583333333332,-9.415833333333333,4239.8133333333335,5.0,1.0,2020-01-18 14:00:00
422,2020-01-18,15,581.3041666666667,1102.6183333333333,1457.0516666666665,2435.81,27.054999999999996,0.0,-659.7275,-699.69,31.645,-30.04583333333333,-8.144166666666667,4237.876666666667,5.0,1.0,2020-01-18 15:00:00
423,2020-01-18,16,565.9833333333333,1050.2333333333333,1469.53,2134.5241666666666,2.035833333333333,0.0,-705.7166666666667,-699.6233333333333,363.0333333333333,260.17583333333334,-4.5424999999999995,4435.633333333333,5.0,1.0,2020-01-18 16:00:00
424,2020-01-18,17,580.4441666666667,1130.3658333333333,1477.7875000000001,2175.9825,0.012499999999999999,0.0,-1053.8316666666667,-700.0608333333333,599.8283333333333,582.0366666666666,-3.1675,4789.3975,5.0,1.0,2020-01-18 17:00:00
425,2020-01-18,18,608.7033333333333,1259.16,1452.79,2152.0475,0.0,0.0,-1390.1525,-700.235,636.0041666666667,693.9699999999999,-5.075833333333334,4707.211666666667,5.0,1.0,2020-01-18 18:00:00
426,2020-01-18,19,583.4908333333333,1070.015,1427.8666666666668,2038.9333333333334,0.0,0.0,-1193.3725,-700.1766666666666,171.66916666666665,952.2466666666666,-8.035,4342.6375,5.0,1.0,2020-01-18 19:00:00
427,2020-01-18,20,594.88,1116.9458333333334,1395.6216666666667,1983.9566666666667,0.0,0.0,-1236.05,-700.1208333333334,-20.7225,950.2866666666667,-7.904166666666666,4076.8933333333334,5.0,1.0,2020-01-18 20:00:00
428,2020-01-18,21,550.8583333333333,1003.6708333333332,1331.4458333333334,1828.1025,0.0,0.0,-1034.7716666666668,-699.9900000000001,-7.6575,921.6374999999999,-2.3291666666666666,3890.9666666666667,5.0,1.0,2020-01-18 21:00:00
429,2020-01-18,22,540.1041666666666,933.9575,1374.5608333333332,1798.0,0.0,0.0,-967.5483333333333,-699.9900000000001,-77.75,743.9175,-2.355,3642.896666666667,5.0,1.0,2020-01-18 22:00:00
430,2020-01-18,23,565.185,1040.665,1319.0766666666666,1672.6733333333332,0.0,0.0,-1115.6208333333334,-699.8091666666666,10.4625,620.885,0.3658333333333334,3413.883333333333,5.0,1.0,2020-01-18 23:00:00
431,2020-01-19,0,633.0533333333333,1221.7741666666666,1165.5466666666666,1574.8508333333332,0.0,0.0,-1523.8416666666665,-699.77,-12.765833333333333,822.2291666666666,2.799166666666667,3183.8758333333335,6.0,1.0,2020-01-19 00:00:00
432,2020-01-19,1,632.8658333333334,1126.4583333333333,1155.9175,1585.1499999999999,0.0,0.0,-1718.62,-699.8433333333332,-297.9166666666667,1291.7533333333333,3.7708333333333335,3079.5358333333334,6.0,1.0,2020-01-19 01:00:00
433,2020-01-19,2,623.6908333333333,1026.33,1202.5425,1703.3916666666667,0.0,0.0,-1632.8383333333334,-699.915,-514.4166666666666,1314.5175,7.461666666666666,3030.7641666666664,6.0,1.0,2020-01-19 02:00:00
434,2020-01-19,3,599.4058333333334,996.9608333333334,1278.1016666666667,1809.7699999999998,0.0,0.0,-1596.4166666666667,-699.6583333333333,-610.1666666666666,1205.2558333333334,8.104166666666666,2991.3566666666666,6.0,1.0,2020-01-19 03:00:00
435,2020-01-19,4,600.8241666666667,1054.6241666666667,1219.3041666666666,1944.0708333333332,0.0,0.0,-1663.7808333333332,-699.8975,-632.0,1181.8241666666665,10.911666666666667,3015.880833333333,6.0,1.0,2020-01-19 04:00:00
