Month,MunicipalityNo,OnshoreWindPower,OffshoreWindPower,SolarPower,CentralPower,DecentralPower
2020-11-01T00:00:00,165,,,1.04054,0,0.18202
2020-11-01T00:00:00,163,,,6.27803,,
2020-11-01T00:00:00,161,83.945525,,1.65396,0,17517.69206
2020-11-01T00:00:00,159,,,2.1592,0,67.20389
2020-11-01T00:00:00,157,,,0.42562,,
2020-11-01T00:00:00,155,,,0.59286,,
2020-11-01T00:00:00,153,,,1.36542,0,0.03533
2020-11-01T00:00:00,151,,,7.27311,0,203.03766
2020-11-01T00:00:00,147,,,1.7868,,
2020-11-01T00:00:00,101,1895.067828,8594.324,14.189752,8260.341883,51648.03004
2020-11-01T00:00:00,1,,,,,19.06764
2020-11-01T00:00:00,0,10.65953,,,,
2020-10-01T00:00:00,999,49246.315,190047.3021,31.637793,0,7408.2042
2020-10-01T00:00:00,860,23111.60923,0,490.70629,0,7902.59486
2020-10-01T00:00:00,851,24618.05072,0,124.916158,84097.93101,6434.257375
2020-10-01T00:00:00,849,41477.86773,0,80.014488,0,1508.179863
2020-10-01T00:00:00,846,8880.330309,0,72.359298,0,320.50739
2020-10-01T00:00:00,840,7980.82075,0,38.261932,0,2339.8299
2020-10-01T00:00:00,825,2.07427,0,547.1092,0,1.51072
2020-10-01T00:00:00,820,23683.18303,0,36.066585,0,2146.729855
2020-10-01T00:00:00,813,7674.913597,1772.22,35.874389,0,3889.24645
2020-10-01T00:00:00,810,18338.11381,0,81.390846,0,4425.832532
2020-10-01T00:00:00,791,7381.640372,0,50.703201,0,6854.867005
2020-10-01T00:00:00,787,28240.96861,0,2169.985254,0,5566.15098
2020-10-01T00:00:00,779,19126.29052,0,27.344958,0,4235.676427
2020-10-01T00:00:00,773,14014.89377,0,494.78095,0,943.6812
2020-10-01T00:00:00,766,3852.777469,0,34.351672,0,458.769428
2020-10-01T00:00:00,760,93155.63656,0,1283.779605,0,13245.8701
2020-10-01T00:00:00,756,10368.24451,0,48.117889,0,1764.752321
2020-10-01T00:00:00,751,1448.204147,0,122.53626,134128.6633,20583.44836
2020-10-01T00:00:00,746,2578.346653,0,34.332941,0,1577.28798
2020-10-01T00:00:00,741,2384.806619,7523.23111,19.880068,,
2020-10-01T00:00:00,740,2422.123014,0,848.192358,0,20088.66141
2020-10-01T00:00:00,730,25530.7438,0,2031.131617,7234.11479,7644.251263
2020-10-01T00:00:00,727,1504.300047,1360.7226,11.390191,0,54.205916
2020-10-01T00:00:00,710,4002.172978,0,19.468245,0,2321.127309
2020-10-01T00:00:00,707,7223.037503,163660.8579,1242.573715,0,0.45974
2020-10-01T00:00:00,706,3305.946504,0,24.978371,0,265.731149
2020-10-01T00:00:00,671,8038.268757,0,8.52582,,
2020-10-01T00:00:00,665,28458.51539,14461.3429,2611.643613,0,3825.644
2020-10-01T00:00:00,661,32350.47111,0,802.010572,0,4311.6125
2020-10-01T00:00:00,657,17243.11497,0,148.909945,19630.05202,2186.78436
2020-10-01T00:00:00,630,7454.980181,0,5515.094005,0,1270.488842
2020-10-01T00:00:00,621,4245.469771,0,50.461288,0,3725.246021
2020-10-01T00:00:00,615,368.289021,0,80.639633,0,4916.068667
2020-10-01T00:00:00,607,334.994382,0,11.53836,7710.542404,13000.31814
2020-10-01T00:00:00,580,10850.60422,0,1272.72782,0,608.473706
2020-10-01T00:00:00,575,7351.130551,0,67.430203,0,337.362346
2020-10-01T00:00:00,573,18451.40108,0,114.45909,0,2445.654879
2020-10-01T00:00:00,563,454.5383,0,2.558361,,
2020-10-01T00:00:00,561,14141.98646,323968.7876,79.288995,43529.2723,14079.31651
2020-10-01T00:00:00,550,26281.25718,0,44.291705,0,459.979541
2020-10-01T00:00:00,540,3253.562667,0,1294.003229,0,3892.236546
2020-10-01T00:00:00,530,13020.40066,0,22.540418,0,2066.606034
2020-10-01T00:00:00,510,5401.507515,0,96.832052,0,1041.825516
2020-10-01T00:00:00,492,3257.322092,0,4.64343,0,130.773063
2020-10-01T00:00:00,482,9868.91832,0,36.11821,,
2020-10-01T00:00:00,480,3743.795091,0,21.004813,0,130.85986
2020-10-01T00:00:00,479,6042.921086,0,261.71661,0,1328.342194
2020-10-01T00:00:00,461,1308.25431,0,238.176594,0,32851.31208
2020-10-01T00:00:00,450,4044.584865,0,12.243089,0,3313.78666
2020-10-01T00:00:00,440,5145.0538,0,16.520168,0,0
2020-10-01T00:00:00,430,2278.419853,0,68.79813,0,656.3092
2020-10-01T00:00:00,420,4472.42768,0,43.181457,0,1283.67628
2020-10-01T00:00:00,410,2321.093014,0,31.293218,0,110.511491
2020-10-01T00:00:00,400,9562.49752,0,891.129244,1708.805003,1982.942
2020-10-01T00:00:00,390,2583.113509,0,108.99335,2639.0559,845.340011
2020-10-01T00:00:00,376,9903.105784,36014.47338,804.747247,0,11177.00929
2020-10-01T00:00:00,370,14208.3811,0,2043.172895,0,6254.957954
2020-10-01T00:00:00,360,77526.85869,120606.8666,3362.485393,,3687.290434
2020-10-01T00:00:00,350,623.94477,0,20.52961,0,112.294821
2020-10-01T00:00:00,340,1187.95056,0,12.956452,0,205.054626
2020-10-01T00:00:00,336,1473.057513,0,18.786867,0,17.466254
2020-10-01T00:00:00,330,5564.83434,4756.7269,1262.896604,0,4607.351599
2020-10-01T00:00:00,329,1091.444837,0,37.145897,0,484.887394
2020-10-01T00:00:00,326,17142.86092,0,3020.947384,2422.174056,1752.24019
2020-10-01T00:00:00,320,5902.89932,0,392.035091,0,1830.263765
2020-10-01T00:00:00,316,8708.80573,0,574.442102,0,400.340285
2020-10-01T00:00:00,306,474.268837,0,17.777835,0,320.482102
2020-10-01T00:00:00,270,107.394723,0,16.91624,0,727.97179
2020-10-01T00:00:00,269,34.146876,0,23.230086,0,2091.262182
2020-10-01T00:00:00,265,666.712795,0,66.672049,0,13575.5675
2020-10-01T00:00:00,260,522.296935,0,15.56635,0,3.60431
2020-10-01T00:00:00,259,350.667894,0,37.863693,0,10569.80243
2020-10-01T00:00:00,253,9.29935,0,16.93327,0,28.04771
2020-10-01T00:00:00,250,348.282829,0,16.09298,148.99194,127.885698
2020-10-01T00:00:00,240,7.4667,0,27.10999,0,62.416077
2020-10-01T00:00:00,230,,,20.01601,0,139.5122
2020-10-01T00:00:00,223,,,1.86077,0,7037.842075
2020-10-01T00:00:00,219,422.65134,0,21.12645,0,6427.913952
2020-10-01T00:00:00,217,1.19146,0,11.94212,0,5044.73916
2020-10-01T00:00:00,210,,,14.18864,0,147.05199
2020-10-01T00:00:00,201,321.921212,0,12.74359,0,128.47213
2020-10-01T00:00:00,190,,,7.33215,0,73.55498
2020-10-01T00:00:00,187,0,0,2.36641,,
2020-10-01T00:00:00,185,,,12.5373,0,0
2020-10-01T00:00:00,183,0,0,8.51005,,
2020-10-01T00:00:00,175,,,11.4093,,
2020-10-01T00:00:00,173,,,21.85785,0,1956.00176
2020-10-01T00:00:00,169,85.343788,0,111.097957,0,0
2020-10-01T00:00:00,167,385.404755,3622.4124,11.42901,94080.45225,59.37056
2020-10-01T00:00:00,165,,,6.66335,0,0
2020-10-01T00:00:00,163,,,20.1037,,
2020-10-01T00:00:00,161,66.11426,,7.34757,0,21754.12497
2020-10-01T00:00:00,159,,,10.65393,0,8.47318
2020-10-01T00:00:00,157,,,2.55323,,
2020-10-01T00:00:00,155,,,3.26628,,
2020-10-01T00:00:00,153,,,4.44573,0,0.05563
2020-10-01T00:00:00,151,,,24.72189,0,98.97757
2020-10-01T00:00:00,147,,,10.7512,,
2020-10-01T00:00:00,101,1990.540039,8308.7261,59.189924,0,22523.97779
2020-10-01T00:00:00,1,,,,,7.5306
2020-10-01T00:00:00,0,7.10613,,,,
2020-09-01T00:00:00,999,39736.70806,133322.399,61.966324,3409.8189,0
2020-09-01T00:00:00,860,28585.03383,0,827.485337,4779.84711,5113.97549
2020-09-01T00:00:00,851,24294.36921,0,247.644596,0,12969.00959
2020-09-01T00:00:00,849,42231.40934,0,157.262339,1190.530236,1190.530236
2020-09-01T00:00:00,846,9081.659747,0,147.240369,6397.99427,484.18262
2020-09-01T00:00:00,840,7518.238484,0,74.792132,2273.575491,2273.575491
2020-09-01T00:00:00,825,20.87454,0,930.67028,3.3019,3.32711
2020-09-01T00:00:00,820,24440.79048,0,69.662367,874.14821,914.443825
2020-09-01T00:00:00,813,7579.476117,1164.88,71.847905,3759.83554,3778.5755
2020-09-01T00:00:00,810,17567.23111,0,144.233865,3571.046992,3571.385625
2020-09-01T00:00:00,791,6698.264764,0,119.581105,5156.619593,6012.084202
2020-09-01T00:00:00,787,32128.02596,0,4713.221803,1701.600706,3808.423036
2020-09-01T00:00:00,779,17910.72727,0,70.401835,5402.966654,5552.089344
2020-09-01T00:00:00,773,13830.87205,0,987.78238,890.74632,897.3828
2020-09-01T00:00:00,766,2563.938689,0,84.487165,586.481497,586.493357
2020-09-01T00:00:00,760,73882.71239,0,2148.977681,10561.14947,11556.55446
2020-09-01T00:00:00,756,7242.521736,0,105.85142,1812.732098,1843.387292
2020-09-01T00:00:00,751,1149.154592,0,334.850299,161385.5727,20378.36994
2020-09-01T00:00:00,746,1986.298485,0,80.790328,1031.3322,1059.02123
2020-09-01T00:00:00,741,1755.000479,5625.120656,38.737729,,
2020-09-01T00:00:00,740,1938.402517,0,1621.085438,8003.422613,8005.26819
2020-09-01T00:00:00,730,24127.01284,0,4567.442775,549.608835,11052.55971
2020-09-01T00:00:00,727,1194.619506,955.6876,27.081148,122.461727,122.461727
2020-09-01T00:00:00,710,3379.033058,0,51.368789,1489.493478,1776.390513
2020-09-01T00:00:00,707,6181.718045,140015.0387,2639.104679,27.3051,7.8966
2020-09-01T00:00:00,706,2586.346452,0,67.082713,211.302357,233.5372
2020-09-01T00:00:00,671,7682.957599,0,19.47676,,
2020-09-01T00:00:00,665,23511.91556,13985.58218,5104.687885,2990.10882,3252.41182
2020-09-01T00:00:00,661,28803.96622,0,1527.96723,12249.425,12170.65125
2020-09-01T00:00:00,657,12911.66596,0,270.638319,11270.19198,1724.7776
2020-09-01T00:00:00,630,4920.217902,0,9288.459408,1181.771426,1217.015472
2020-09-01T00:00:00,621,2694.865561,0,116.98641,365.453101,406.753069
2020-09-01T00:00:00,615,249.824506,0,70.013079,2708.768731,2799.26181
2020-09-01T00:00:00,607,202.525557,0,29.211851,18344.52885,12396.76017
2020-09-01T00:00:00,580,6132.241991,0,2395.514999,620.093757,757.264757
2020-09-01T00:00:00,575,4867.425977,0,129.56657,466.958277,467.09898
2020-09-01T00:00:00,573,11704.24073,0,218.962429,2297.600107,2384.466081
2020-09-01T00:00:00,563,249.6226,0,6.849318,,
2020-09-01T00:00:00,561,9854.415031,218290.3638,156.880545,1844.1555,12506.27955
2020-09-01T00:00:00,550,16067.35351,0,98.491317,748.191002,537.82263
2020-09-01T00:00:00,540,1560.68962,0,3042.160089,2367.069455,2368.363165
2020-09-01T00:00:00,530,8496.163644,0,41.780077,1448.208364,1943.469457
2020-09-01T00:00:00,510,3336.361643,0,189.020573,854.292871,889.124638
2020-09-01T00:00:00,492,2419.420183,0,9.639344,0,0
2020-09-01T00:00:00,482,5627.49731,0,66.84667,,
2020-09-01T00:00:00,480,2611.554468,0,52.740405,158.914479,158.915779
2020-09-01T00:00:00,479,3408.328716,0,492.982926,2059.206354,2059.213704
2020-09-01T00:00:00,461,914.713277,0,544.289448,0,21418.85947
2020-09-01T00:00:00,450,2335.462383,0,28.545012,4412.18,4413.25697
2020-09-01T00:00:00,440,3888.9762,0,36.078558,14.215202,14.322057
2020-09-01T00:00:00,430,1393.399809,0,146.397356,958.039592,958.776152
2020-09-01T00:00:00,420,2837.531884,0,99.469575,1368.60361,1368.60361
2020-09-01T00:00:00,410,1493.962973,0,75.434244,317.756164,346.884895
2020-09-01T00:00:00,400,6173.553785,0,2059.828044,452.702,1959.263
2020-09-01T00:00:00,390,1573.807242,0,221.84033,1053.4325,638.489
2020-09-01T00:00:00,376,5179.93157,21794.14981,1574.776811,5843.991377,7532.514389
2020-09-01T00:00:00,370,8771.11641,0,1423.042698,7387.824091,7385.890836
2020-09-01T00:00:00,360,42530.36629,63698.0543,6335.109261,,49.347445
2020-09-01T00:00:00,350,479.146287,0,62.72582,31.51901,109.137059
2020-09-01T00:00:00,340,900.241834,0,32.781068,266.184718,266.184718
2020-09-01T00:00:00,336,824.436481,0,48.224432,27.689468,27.689468
2020-09-01T00:00:00,330,3456.691745,3082.8087,2630.950417,0,2596.637657
2020-09-01T00:00:00,329,714.247242,0,79.977821,656.920451,661.856051
2020-09-01T00:00:00,326,12143.97821,0,6057.199743,562.806632,1809.955265
2020-09-01T00:00:00,320,3836.986404,0,749.07024,1070.159921,1070.159921
2020-09-01T00:00:00,316,6600.720723,0,1122.026229,162.139384,396.867288
2020-09-01T00:00:00,306,364.127498,0,50.133847,341.15063,349.279318
2020-09-01T00:00:00,270,89.178866,0,47.78081,272.55848,272.55848
2020-09-01T00:00:00,269,15.097529,0,56.702078,2049.656305,2218.583135
2020-09-01T00:00:00,265,444.411861,0,159.315694,5594.738338,5522.050188
2020-09-01T00:00:00,260,409.127176,0,38.742027,0.01747,1.87849
2020-09-01T00:00:00,259,228.883693,0,98.892465,5572.335743,5572.337317
2020-09-01T00:00:00,253,0.71161,0,38.0001,50.81489,54.40889
2020-09-01T00:00:00,250,297.41769,0,41.77399,1170.64825,614.6411
2020-09-01T00:00:00,240,4.73643,0,66.7113,222.673826,222.673826
2020-09-01T00:00:00,230,,,52.67454,123.09574,131.7308
2020-09-01T00:00:00,223,,,4.93779,4572.054888,4577.285608
2020-09-01T00:00:00,219,342.45677,0,47.06531,851.647351,2249.889621
2020-09-01T00:00:00,217,0.78769,0,33.43162,2568.75858,2574.28049
2020-09-01T00:00:00,210,,,33.611,102.93121,103.02706
2020-09-01T00:00:00,201,234.624128,0,30.54232,101.02115,114.68008
2020-09-01T00:00:00,190,,,18.32918,61.09129,62.95935
2020-09-01T00:00:00,187,0,0,6.18362,,
2020-09-01T00:00:00,185,,,31.82171,11.051191,11.051191
2020-09-01T00:00:00,183,0.1112,0,17.5532,,
2020-09-01T00:00:00,175,,,24.68648,,
2020-09-01T00:00:00,173,,,54.0495,1022.42718,1032.3959
2020-09-01T00:00:00,169,60.43066,0,260.527059,0.73688,0.73688
2020-09-01T00:00:00,167,191.780104,2265.9527,23.71653,92029.15787,60.44365
2020-09-01T00:00:00,165,,,18.35537,1.32658,0
2020-09-01T00:00:00,163,,,48.22035,,
2020-09-01T00:00:00,161,55.022672,,17.19296,15185.71062,15187.0372
2020-09-01T00:00:00,159,,,21.24837,6.07121,7.29866
2020-09-01T00:00:00,157,,,8.28917,,
2020-09-01T00:00:00,155,,,11.21873,,
2020-09-01T00:00:00,153,,,9.80701,0.03043,0.03298
2020-09-01T00:00:00,151,,,57.02912,110.45112,116.66912
2020-09-01T00:00:00,147,,,25.77978,,
2020-09-01T00:00:00,101,1108.297582,5164.4784,158.41394,0,25793.14243
2020-09-01T00:00:00,1,,,,,15.81288
2020-09-01T00:00:00,0,7.95363,,,,
2020-08-01T00:00:00,999,,,,211749,0
2020-08-01T00:00:00,860,14612.30496,,2267.47,181118.28,6279.6181
2020-08-01T00:00:00,851,12140.57572,,2265.273,0,13428.88155
2020-08-01T00:00:00,849,21068.49304,,1225.036,9784.634,430.24922
2020-08-01T00:00:00,846,5119.22222,,1289.24,20165.38,244.59762
2020-08-01T00:00:00,840,4261.442969,,954.483,168953.62,306.6998
2020-08-01T00:00:00,825,8.01728,,854.91,366.22,5.45919
2020-08-01T00:00:00,820,12715.18514,,840.458,39894.42,773.482015
2020-08-01T00:00:00,813,3977.276542,688.03,1218.288,177895.38,2184.44094
2020-08-01T00:00:00,810,9197.582291,,941.323,290245.665,1691.425432
2020-08-01T00:00:00,791,4088.505477,,2305.452,474507.097,12951.28647
2020-08-01T00:00:00,787,16803.74779,,7416.898,47463.54,3914.71561
2020-08-01T00:00:00,779,9086.290084,,1418.09,353996.497,2438.991671
2020-08-01T00:00:00,773,7079.35027,,3513.732,33628.8,60.75104
2020-08-01T00:00:00,766,1514.023757,,1287.235,38796.737,197.456473
2020-08-01T00:00:00,760,46932.4511,,4311.175,637026.86,10045.31881
2020-08-01T00:00:00,756,4610.585847,,930.608,85181.634,1639.094174
2020-08-01T00:00:00,751,617.406387,,3663.608,87072.86668,13826.99674
2020-08-01T00:00:00,746,1173.391307,,992.772,18813.78,1650.68938
2020-08-01T00:00:00,741,855.49894,3299.809513,171.903,,
2020-08-01T00:00:00,740,1143.086789,,3405.676,35459.157,459.561124
2020-08-01T00:00:00,730,12276.19472,,6722.561,292438.34,2479.25323
2020-08-01T00:00:00,727,733.563261,498.8687,365.399,2482.316,112.179413
2020-08-01T00:00:00,710,1821.611693,,933.917,137296.184,2289.055584
2020-08-01T00:00:00,707,2932.469841,73892.70562,3911.761,1668.06,0.07548
2020-08-01T00:00:00,706,1315.31418,,1121.334,16209.602,273.720806
2020-08-01T00:00:00,671,4483.902989,,490.673,,
2020-08-01T00:00:00,665,16280.24816,7794.867859,7860.032,210680,3139.39282
2020-08-01T00:00:00,661,17114.89324,,1036.359,1012755,15031.61875
2020-08-01T00:00:00,657,8312.68714,,1985.645,1273.801521,1053.55886
2020-08-01T00:00:00,630,3232.31395,,11693.877,31731.152,860.556872
2020-08-01T00:00:00,621,1878.430138,,1738.101,28502.517,180.860044
2020-08-01T00:00:00,615,168.81213,,1423.527,87746.049,1712.844715
2020-08-01T00:00:00,607,121.007257,,617.988,0.4026,12681.78988
2020-08-01T00:00:00,580,5256.935223,,4038.127,68387.046,843.309164
2020-08-01T00:00:00,575,3572.317276,,1154.916,37392.212,262.706026
2020-08-01T00:00:00,573,8776.011479,,1797.137,103832.711,1449.262031
2020-08-01T00:00:00,563,232.6229,,99.884,,
2020-08-01T00:00:00,561,6997.397639,158511.6403,1734.012,76532.2118,12507.38488
2020-08-01T00:00:00,550,13118.03227,,1408.341,30428.882,429.885012
2020-08-01T00:00:00,540,1434.033759,,4707.119,70982.811,3294.808348
2020-08-01T00:00:00,530,6320.051723,,757.702,120413.038,1795.327565
2020-08-01T00:00:00,510,2471.654879,,1437.647,54501.751,886.117257
2020-08-01T00:00:00,492,2005.227699,,205.919,0,0
2020-08-01T00:00:00,482,4460.3743,,314.516,,
2020-08-01T00:00:00,480,1578.0639,,583.588,1507.26,21.43173
2020-08-01T00:00:00,479,2606.347272,,1594.2,1096.395,544.955326
2020-08-01T00:00:00,461,612.969752,,1758.968,0,19686.94957
2020-08-01T00:00:00,450,1816.053309,,462.027,194538.2,4517.30134
2020-08-01T00:00:00,440,2535.7992,,363.778,4975.426,106.260742
2020-08-01T00:00:00,430,1026.728229,,1254.273,74897.34,626.53228
2020-08-01T00:00:00,420,1963.840574,,867.652,74464.397,1015.922082
2020-08-01T00:00:00,410,895.763559,,857.63,23300.981,246.529418
2020-08-01T00:00:00,400,3279.931351,,3019.173,659.353,2049.148
2020-08-01T00:00:00,390,992.665268,,1148.893,174.2757,836.957477
2020-08-01T00:00:00,376,4235.577173,,2842.603,384603.315,5761.58936
2020-08-01T00:00:00,370,6281.9992,,2903.562,485456.456,6871.556852
2020-08-01T00:00:00,360,35871.13024,56846.27358,7553.971,,9.532817
2020-08-01T00:00:00,350,300.010848,,598.057,575.7,108.16807
2020-08-01T00:00:00,340,589.866764,,519.528,2440.54,411.739752
2020-08-01T00:00:00,336,580.490458,,505.036,0,21.809646
2020-08-01T00:00:00,330,2437.14184,2324.1628,4981.685,0,2565.852612
2020-08-01T00:00:00,329,491.064791,,531.436,17930.061,1163.05609
2020-08-01T00:00:00,326,7708.229117,,7276.852,135.594898,1603.38857
2020-08-01T00:00:00,320,2567.034671,,1380.044,30719.142,588.378128
2020-08-01T00:00:00,316,3948.762406,,2036.65,10974.82,367.783973
2020-08-01T00:00:00,306,218.5366,,782.274,39432.39,346.737807
2020-08-01T00:00:00,270,49.278175,,751.401,0,3.2743
2020-08-01T00:00:00,269,9.820282,,304.508,152121.904,1814.681101
2020-08-01T00:00:00,265,305.305186,,1445.114,479101.278,9659.057162
2020-08-01T00:00:00,260,194.053986,,595.047,1.39,1.32138
2020-08-01T00:00:00,259,149.478091,,927.359,526823.612,5384.506424
2020-08-01T00:00:00,253,0.45942,,710.631,3942.92,59.09949
2020-08-01T00:00:00,250,196.977935,,641.24,2296.4257,832.17841
2020-08-01T00:00:00,240,1.59431,,648.238,6628.18,125.55897
2020-08-01T00:00:00,230,,,616.817,7649.59,120.41354
2020-08-01T00:00:00,223,,,203.5,294362.858,4274.506441
2020-08-01T00:00:00,219,199.365794,,770.713,66436.25,1228.043614
2020-08-01T00:00:00,217,0.30036,,530.69,12133.93,192.08867
2020-08-01T00:00:00,210,,,359.523,8320.64,77.12414
2020-08-01T00:00:00,201,123.516394,,430.593,8106.12,158.25562
2020-08-01T00:00:00,190,,,335.388,4341.17,47.60035
2020-08-01T00:00:00,187,,,88.221,,
2020-08-01T00:00:00,185,,,326.055,0,0
2020-08-01T00:00:00,183,0.00773,,129.278,,
2020-08-01T00:00:00,175,,,242.668,,
2020-08-01T00:00:00,173,,,482.611,58552.24,602.85746
2020-08-01T00:00:00,169,35.819396,,975.947,0,4.78255
2020-08-01T00:00:00,167,115.323406,1455.934,654.333,61340.30289,156.04237
2020-08-01T00:00:00,165,,,181.817,0,0
2020-08-01T00:00:00,163,,,398.899,,
2020-08-01T00:00:00,161,29.181059,,186.606,677816.435,14769.73934
2020-08-01T00:00:00,159,,,459.35,1688.5,6.01051
2020-08-01T00:00:00,157,,,377.105,,
2020-08-01T00:00:00,155,,,109.724,,
2020-08-01T00:00:00,153,,,213.206,0.61,0.01894
2020-08-01T00:00:00,151,,,678.266,10157.33,118.23989
2020-08-01T00:00:00,147,,,185.005,,
2020-08-01T00:00:00,101,775.984707,2661.896,1982.909,0,24046.43809
2020-08-01T00:00:00,1,,,,,4.51248
2020-08-01T00:00:00,0,3.40587,,,,
2020-07-01T00:00:00,860,29877.09622,,2396.117,,6930.86663
2020-07-01T00:00:00,851,32531.61543,,2130.921,0,13028.19074
2020-07-01T00:00:00,849,50559.85385,,1213.745,,550.157346
2020-07-01T00:00:00,846,10882.16488,,1194.971,,286.42581
2020-07-01T00:00:00,840,9505.551481,,880.568,,42.18432
2020-07-01T00:00:00,825,27.95235,,855.801,,5.2348
2020-07-01T00:00:00,820,30898.51803,,812.857,,1806.739324
2020-07-01T00:00:00,813,9291.278916,983.81,1242.91,,2624.428
2020-07-01T00:00:00,810,19995.1572,,939.142,,1808.193145
2020-07-01T00:00:00,791,9389.644998,,2128.471,,15476.06774
2020-07-01T00:00:00,787,41435.45916,,7058.604,,5220.79858
2020-07-01T00:00:00,779,23997.77338,,1372.611,,2028.076744
2020-07-01T00:00:00,773,17684.75926,,3340.441,,270.19068
2020-07-01T00:00:00,766,3594.401492,,1205.964,,249.939354
2020-07-01T00:00:00,760,84489.62482,,4120.29,,10437.64049
2020-07-01T00:00:00,756,9037.444316,,878.261,,1746.877795
2020-07-01T00:00:00,751,1627.545817,,3546.634,4876.541965,19836.47015
2020-07-01T00:00:00,746,2544.859296,,931.384,,1560.71035
2020-07-01T00:00:00,741,2045.237239,6808.34445,172.484,,
2020-07-01T00:00:00,740,2809.261521,,3105.501,,924.06469
2020-07-01T00:00:00,730,30493.85735,,6889.877,,3492.83049
2020-07-01T00:00:00,727,1382.532389,1069.9698,363.792,,149.721772
2020-07-01T00:00:00,710,4761.446715,,932.672,,2269.454259
2020-07-01T00:00:00,707,8646.932675,158333.953,3988.118,,0.07782
2020-07-01T00:00:00,706,3562.357464,,1103.469,,262.747484
2020-07-01T00:00:00,671,9284.5689,,460.784,,
2020-07-01T00:00:00,665,33875.96797,16704.36023,7434.209,,3752.67204
2020-07-01T00:00:00,661,36276.88033,,1001.942,,14960.59875
2020-07-01T00:00:00,657,16442.38183,,1729.781,3004.761901,1401.35282
2020-07-01T00:00:00,630,6145.146344,,10879.69,,948.936048
2020-07-01T00:00:00,621,3469.598992,,1623.355,,345.398381
2020-07-01T00:00:00,615,408.988435,,1321.041,,2959.226229
2020-07-01T00:00:00,607,288.999301,,577.645,0,12967.81119
2020-07-01T00:00:00,580,7743.705037,,3948.654,,777.229453
2020-07-01T00:00:00,575,7095.18041,,980.579,,501.778274
2020-07-01T00:00:00,573,14491.18565,,1616.239,,1854.808675
2020-07-01T00:00:00,563,503.3117,,96.914,,
2020-07-01T00:00:00,561,11530.22869,219570.0573,1665.666,163244.3749,13358.13314
2020-07-01T00:00:00,550,23068.7461,,1202.906,,329.340739
2020-07-01T00:00:00,540,1910.861934,,4462.496,,4049.286238
2020-07-01T00:00:00,530,10820.78516,,684.194,,1933.515259
2020-07-01T00:00:00,510,4568.592734,,1262.658,,868.247186
2020-07-01T00:00:00,492,3202.670756,,197.872,,0
2020-07-01T00:00:00,482,7618.39824,,298.168,,
2020-07-01T00:00:00,480,3632.9963,,534.102,,38.94087
2020-07-01T00:00:00,479,5081.426673,,1528.618,,2090.45253
2020-07-01T00:00:00,461,1223.429241,,1693.445,0,22607.82558
2020-07-01T00:00:00,450,3517.35709,,441.975,,5154.79309
2020-07-01T00:00:00,440,4617.1069,,401.119,,64.218781
2020-07-01T00:00:00,430,1998.183427,,1184.361,,401.894463
2020-07-01T00:00:00,420,4027.505826,,839.746,,1032.513015
2020-07-01T00:00:00,410,1822.702003,,794.835,,259.002955
2020-07-01T00:00:00,400,8364.744842,,3159.693,98.078,2191.214
2020-07-01T00:00:00,390,2466.624116,,1187.013,1222.412,640.380199
2020-07-01T00:00:00,376,7706.136197,,2826.53,,5782.637633
2020-07-01T00:00:00,370,12672.76049,,1329.434,,5481.173325
2020-07-01T00:00:00,360,56810.14968,89883.02514,7545.425,,10.422413
2020-07-01T00:00:00,350,747.333588,,599.551,,63.168
2020-07-01T00:00:00,340,1205.931714,,503.313,,247.39829
2020-07-01T00:00:00,336,1262.935799,,493.393,,22.349531
2020-07-01T00:00:00,330,5333.664074,3109.9038,4825.026,0,2558.098832
2020-07-01T00:00:00,329,1165.372394,,508.621,,881.406085
2020-07-01T00:00:00,326,16884.12942,,7356.567,36.945707,826.698055
2020-07-01T00:00:00,320,5560.696014,,1327.936,,905.943052
2020-07-01T00:00:00,316,9365.217385,,2018.266,,343.457763
2020-07-01T00:00:00,306,659.963462,,817.864,,366.068132
2020-07-01T00:00:00,270,128.955415,,734.85,,0
2020-07-01T00:00:00,269,24.637509,,296.517,,1981.486599
2020-07-01T00:00:00,265,873.417088,,1435.145,,12247.24674
2020-07-01T00:00:00,260,754.594335,,599.449,,1.36082
2020-07-01T00:00:00,259,368.255782,,899.204,,6074.04881
2020-07-01T00:00:00,253,1.58138,,693.748,,49.58486
2020-07-01T00:00:00,250,505.71231,,635.771,235.3473,485.249345
2020-07-01T00:00:00,240,9.54139,,643.237,,108.396414
2020-07-01T00:00:00,230,,,605.631,,124.76986
2020-07-01T00:00:00,223,,,178.882,,2628.051194
2020-07-01T00:00:00,219,629.842952,,745.883,,1318.062453
2020-07-01T00:00:00,217,1.56272,,499.725,,331.31399
2020-07-01T00:00:00,210,,,339.041,,81.12333
2020-07-01T00:00:00,201,419.858033,,414.573,,132.87733
2020-07-01T00:00:00,190,,,316.458,,47.52457
2020-07-01T00:00:00,187,,,78.663,,
2020-07-01T00:00:00,185,,,310.423,,0
2020-07-01T00:00:00,183,1.42325,,123.358,,
2020-07-01T00:00:00,175,,,242.708,,
2020-07-01T00:00:00,173,,,472.957,,516.64422
2020-07-01T00:00:00,169,104.492101,,950.697,,0
2020-07-01T00:00:00,167,281.258297,3272.9179,608.08,3214.78975,144.9298
2020-07-01T00:00:00,165,,,180.141,,
2020-07-01T00:00:00,163,,,400.965,,
