,HourDK,Consumption_MWh,Month,Day,Hour,Weekday
0,2020-01-01 01:00:00,2763.288864,1,1,1,2
1,2020-01-01 02:00:00,2676.228206,1,1,2,2
2,2020-01-01 03:00:00,2577.559711,1,1,3,2
3,2020-01-01 04:00:00,2530.77744,1,1,4,2
4,2020-01-01 05:00:00,2540.383946,1,1,5,2
5,2020-01-01 06:00:00,2610.0396140000003,1,1,6,2
6,2020-01-01 07:00:00,2696.549914,1,1,7,2
7,2020-01-01 08:00:00,2782.286657,1,1,8,2
8,2020-01-01 09:00:00,2908.097228,1,1,9,2
9,2020-01-01 10:00:00,3050.122787,1,1,10,2
10,2020-01-01 11:00:00,3132.723578,1,1,11,2
11,2020-01-01 12:00:00,3170.142431,1,1,12,2
12,2020-01-01 13:00:00,3161.929749,1,1,13,2
13,2020-01-01 14:00:00,3188.624636,1,1,14,2
14,2020-01-01 15:00:00,3272.373877,1,1,15,2
15,2020-01-01 16:00:00,3525.777169,1,1,16,2
16,2020-01-01 17:00:00,3791.8683929999997,1,1,17,2
17,2020-01-01 18:00:00,3695.968027,1,1,18,2
18,2020-01-01 19:00:00,3485.924179,1,1,19,2
19,2020-01-01 20:00:00,3301.453567,1,1,20,2
20,2020-01-01 21:00:00,3120.053216,1,1,21,2
21,2020-01-01 22:00:00,2927.953985,1,1,22,2
22,2020-01-01 23:00:00,2743.892396,1,1,23,2
23,2020-01-02 00:00:00,2619.002856,1,2,0,3
24,2020-01-02 01:00:00,2602.810907,1,2,1,3
25,2020-01-02 02:00:00,2568.947371,1,2,2,3
26,2020-01-02 03:00:00,2578.543833,1,2,3,3
27,2020-01-02 04:00:00,2644.9960899999996,1,2,4,3
28,2020-01-02 05:00:00,2845.015374,1,2,5,3
29,2020-01-02 06:00:00,3297.717901,1,2,6,3
30,2020-01-02 07:00:00,3848.947271,1,2,7,3
31,2020-01-02 08:00:00,4188.839079,1,2,8,3
32,2020-01-02 09:00:00,4301.326057,1,2,9,3
33,2020-01-02 10:00:00,4382.455111,1,2,10,3
34,2020-01-02 11:00:00,4365.535744,1,2,11,3
35,2020-01-02 12:00:00,4352.259277,1,2,12,3
36,2020-01-02 13:00:00,4333.850294,1,2,13,3
37,2020-01-02 14:00:00,4350.357174,1,2,14,3
38,2020-01-02 15:00:00,4336.954755,1,2,15,3
39,2020-01-02 16:00:00,4526.843616,1,2,16,3
40,2020-01-02 17:00:00,4702.0754799999995,1,2,17,3
41,2020-01-02 18:00:00,4558.467676,1,2,18,3
42,2020-01-02 19:00:00,4215.085421,1,2,19,3
43,2020-01-02 20:00:00,3993.3395490000003,1,2,20,3
44,2020-01-02 21:00:00,3839.474968,1,2,21,3
45,2020-01-02 22:00:00,3577.372994,1,2,22,3
46,2020-01-02 23:00:00,3320.4943000000003,1,2,23,3
47,2020-01-03 00:00:00,3098.014189,1,3,0,4
48,2020-01-03 01:00:00,2992.074469,1,3,1,4
49,2020-01-03 02:00:00,2929.2757850000003,1,3,2,4
50,2020-01-03 03:00:00,2936.73804,1,3,3,4
51,2020-01-03 04:00:00,2948.107448,1,3,4,4
52,2020-01-03 05:00:00,3120.71322,1,3,5,4
53,2020-01-03 06:00:00,3590.512557,1,3,6,4
54,2020-01-03 07:00:00,4124.665798,1,3,7,4
55,2020-01-03 08:00:00,4336.39179,1,3,8,4
56,2020-01-03 09:00:00,4436.518185999999,1,3,9,4
57,2020-01-03 10:00:00,4487.89425,1,3,10,4
58,2020-01-03 11:00:00,4476.028416,1,3,11,4
59,2020-01-03 12:00:00,4366.411412,1,3,12,4
60,2020-01-03 13:00:00,4307.337841,1,3,13,4
61,2020-01-03 14:00:00,4215.700317,1,3,14,4
62,2020-01-03 15:00:00,4186.675116,1,3,15,4
63,2020-01-03 16:00:00,4361.328117999999,1,3,16,4
64,2020-01-03 17:00:00,4648.455519,1,3,17,4
65,2020-01-03 18:00:00,4500.393086,1,3,18,4
66,2020-01-03 19:00:00,4155.502977,1,3,19,4
67,2020-01-03 20:00:00,3878.251777,1,3,20,4
68,2020-01-03 21:00:00,3641.110066,1,3,21,4
69,2020-01-03 22:00:00,3424.810252,1,3,22,4
70,2020-01-03 23:00:00,3222.11411,1,3,23,4
71,2020-01-04 00:00:00,3106.887302,1,4,0,5
72,2020-01-04 01:00:00,2951.980195,1,4,1,5
73,2020-01-04 02:00:00,2893.312743,1,4,2,5
74,2020-01-04 03:00:00,2874.755712,1,4,3,5
75,2020-01-04 04:00:00,2933.7952960000002,1,4,4,5
76,2020-01-04 05:00:00,2945.796688,1,4,5,5
77,2020-01-04 06:00:00,3064.178919,1,4,6,5
78,2020-01-04 07:00:00,3295.422555,1,4,7,5
79,2020-01-04 08:00:00,3541.437382,1,4,8,5
80,2020-01-04 09:00:00,3717.9888339999998,1,4,9,5
81,2020-01-04 10:00:00,3798.728145,1,4,10,5
82,2020-01-04 11:00:00,3818.748436,1,4,11,5
83,2020-01-04 12:00:00,3775.251018,1,4,12,5
84,2020-01-04 13:00:00,3745.378991,1,4,13,5
85,2020-01-04 14:00:00,3717.689754,1,4,14,5
86,2020-01-04 15:00:00,3712.002554,1,4,15,5
87,2020-01-04 16:00:00,3982.478982,1,4,16,5
88,2020-01-04 17:00:00,4326.403343,1,4,17,5
89,2020-01-04 18:00:00,4353.164772,1,4,18,5
90,2020-01-04 19:00:00,4049.867464,1,4,19,5
91,2020-01-04 20:00:00,3792.380543,1,4,20,5
92,2020-01-04 21:00:00,3537.435092,1,4,21,5
93,2020-01-04 22:00:00,3322.2452479999997,1,4,22,5
94,2020-01-04 23:00:00,3162.3946379999998,1,4,23,5
95,2020-01-05 00:00:00,2938.234867,1,5,0,6
96,2020-01-05 01:00:00,2825.496806,1,5,1,6
97,2020-01-05 02:00:00,2749.811777,1,5,2,6
98,2020-01-05 03:00:00,2719.8477430000003,1,5,3,6
99,2020-01-05 04:00:00,2741.748349,1,5,4,6
100,2020-01-05 05:00:00,2800.31724,1,5,5,6
101,2020-01-05 06:00:00,2927.4072690000003,1,5,6,6
102,2020-01-05 07:00:00,3133.651278,1,5,7,6
103,2020-01-05 08:00:00,3366.506015,1,5,8,6
104,2020-01-05 09:00:00,3550.617477,1,5,9,6
105,2020-01-05 10:00:00,3665.655986,1,5,10,6
106,2020-01-05 11:00:00,3693.3038619999998,1,5,11,6
107,2020-01-05 12:00:00,3702.1446669999996,1,5,12,6
108,2020-01-05 13:00:00,3705.303522,1,5,13,6
109,2020-01-05 14:00:00,3713.275893,1,5,14,6
110,2020-01-05 15:00:00,3799.8916910000003,1,5,15,6
111,2020-01-05 16:00:00,4035.623375,1,5,16,6
112,2020-01-05 17:00:00,4353.730499,1,5,17,6
113,2020-01-05 18:00:00,4223.881928,1,5,18,6
114,2020-01-05 19:00:00,3938.024716,1,5,19,6
115,2020-01-05 20:00:00,3655.661231,1,5,20,6
116,2020-01-05 21:00:00,3446.828236,1,5,21,6
117,2020-01-05 22:00:00,3359.659466,1,5,22,6
118,2020-01-05 23:00:00,3149.162281,1,5,23,6
119,2020-01-06 00:00:00,2966.098202,1,6,0,0
120,2020-01-06 01:00:00,2866.518288,1,6,1,0
121,2020-01-06 02:00:00,2861.579788,1,6,2,0
122,2020-01-06 03:00:00,2842.332955,1,6,3,0
123,2020-01-06 04:00:00,2880.971918,1,6,4,0
124,2020-01-06 05:00:00,3145.869321,1,6,5,0
125,2020-01-06 06:00:00,3769.4482829999997,1,6,6,0
126,2020-01-06 07:00:00,4346.881399,1,6,7,0
127,2020-01-06 08:00:00,4566.781835,1,6,8,0
128,2020-01-06 09:00:00,4607.123031,1,6,9,0
129,2020-01-06 10:00:00,4594.820674,1,6,10,0
130,2020-01-06 11:00:00,4550.990825,1,6,11,0
131,2020-01-06 12:00:00,4527.600944,1,6,12,0
132,2020-01-06 13:00:00,4552.627691,1,6,13,0
133,2020-01-06 14:00:00,4579.255865,1,6,14,0
134,2020-01-06 15:00:00,4530.066434,1,6,15,0
135,2020-01-06 16:00:00,4666.257163,1,6,16,0
136,2020-01-06 17:00:00,4943.626581,1,6,17,0
137,2020-01-06 18:00:00,4712.093252,1,6,18,0
138,2020-01-06 19:00:00,4450.146907,1,6,19,0
139,2020-01-06 20:00:00,4160.81051,1,6,20,0
140,2020-01-06 21:00:00,3887.4826270000003,1,6,21,0
141,2020-01-06 22:00:00,3578.669261,1,6,22,0
142,2020-01-06 23:00:00,3228.885705,1,6,23,0
143,2020-01-07 00:00:00,3017.297134,1,7,0,1
144,2020-01-07 01:00:00,2952.951161,1,7,1,1
145,2020-01-07 02:00:00,2912.7365179999997,1,7,2,1
146,2020-01-07 03:00:00,2897.956679,1,7,3,1
147,2020-01-07 04:00:00,2965.353534,1,7,4,1
148,2020-01-07 05:00:00,3171.5508179999997,1,7,5,1
149,2020-01-07 06:00:00,3767.027885,1,7,6,1
150,2020-01-07 07:00:00,4359.420491,1,7,7,1
151,2020-01-07 08:00:00,4573.895478,1,7,8,1
152,2020-01-07 09:00:00,4556.911931,1,7,9,1
153,2020-01-07 10:00:00,4578.66637,1,7,10,1
154,2020-01-07 11:00:00,4537.463245,1,7,11,1
155,2020-01-07 12:00:00,4471.72601,1,7,12,1
156,2020-01-07 13:00:00,4456.07007,1,7,13,1
157,2020-01-07 14:00:00,4402.041572,1,7,14,1
158,2020-01-07 15:00:00,4489.428176,1,7,15,1
159,2020-01-07 16:00:00,4599.128481000001,1,7,16,1
160,2020-01-07 17:00:00,5021.894978,1,7,17,1
161,2020-01-07 18:00:00,4823.334378,1,7,18,1
162,2020-01-07 19:00:00,4508.225947,1,7,19,1
163,2020-01-07 20:00:00,4221.499881,1,7,20,1
164,2020-01-07 21:00:00,4001.8161450000002,1,7,21,1
165,2020-01-07 22:00:00,3681.952306,1,7,22,1
166,2020-01-07 23:00:00,3383.940857,1,7,23,1
167,2020-01-08 00:00:00,3212.523938,1,8,0,2
168,2020-01-08 01:00:00,3077.495534,1,8,1,2
169,2020-01-08 02:00:00,3030.11303,1,8,2,2
170,2020-01-08 03:00:00,3020.106398,1,8,3,2
171,2020-01-08 04:00:00,3073.013327,1,8,4,2
172,2020-01-08 05:00:00,3325.678522,1,8,5,2
173,2020-01-08 06:00:00,3904.854109,1,8,6,2
174,2020-01-08 07:00:00,4564.84132,1,8,7,2
175,2020-01-08 08:00:00,4751.687027,1,8,8,2
176,2020-01-08 09:00:00,4756.433335,1,8,9,2
177,2020-01-08 10:00:00,4766.477879,1,8,10,2
178,2020-01-08 11:00:00,4696.27252,1,8,11,2
179,2020-01-08 12:00:00,4602.579692,1,8,12,2
180,2020-01-08 13:00:00,4498.123883,1,8,13,2
181,2020-01-08 14:00:00,4384.20508,1,8,14,2
182,2020-01-08 15:00:00,4330.57855,1,8,15,2
183,2020-01-08 16:00:00,4515.165775,1,8,16,2
184,2020-01-08 17:00:00,4825.665292000001,1,8,17,2
185,2020-01-08 18:00:00,4650.947323,1,8,18,2
186,2020-01-08 19:00:00,4343.769929,1,8,19,2
187,2020-01-08 20:00:00,4060.1766509999998,1,8,20,2
188,2020-01-08 21:00:00,3792.761509,1,8,21,2
189,2020-01-08 22:00:00,3502.013338,1,8,22,2
190,2020-01-08 23:00:00,3220.707113,1,8,23,2
191,2020-01-09 00:00:00,3020.322913,1,9,0,3
192,2020-01-09 01:00:00,2931.508132,1,9,1,3
193,2020-01-09 02:00:00,2890.571216,1,9,2,3
194,2020-01-09 03:00:00,2913.086731,1,9,3,3
195,2020-01-09 04:00:00,3051.667136,1,9,4,3
196,2020-01-09 05:00:00,3220.420174,1,9,5,3
197,2020-01-09 06:00:00,3808.8522,1,9,6,3
198,2020-01-09 07:00:00,4413.2538540000005,1,9,7,3
199,2020-01-09 08:00:00,4628.762876,1,9,8,3
200,2020-01-09 09:00:00,4621.482002,1,9,9,3
201,2020-01-09 10:00:00,4694.798227,1,9,10,3
202,2020-01-09 11:00:00,4712.803889,1,9,11,3
203,2020-01-09 12:00:00,4666.731514,1,9,12,3
204,2020-01-09 13:00:00,4684.832582,1,9,13,3
205,2020-01-09 14:00:00,4751.608864,1,9,14,3
206,2020-01-09 15:00:00,4674.784723,1,9,15,3
207,2020-01-09 16:00:00,4731.616852,1,9,16,3
208,2020-01-09 17:00:00,4905.504554,1,9,17,3
209,2020-01-09 18:00:00,4704.189214999999,1,9,18,3
210,2020-01-09 19:00:00,4470.621064,1,9,19,3
211,2020-01-09 20:00:00,4107.22254,1,9,20,3
212,2020-01-09 21:00:00,3826.204432,1,9,21,3
213,2020-01-09 22:00:00,3461.978063,1,9,22,3
214,2020-01-09 23:00:00,3170.823508,1,9,23,3
215,2020-01-10 00:00:00,3083.496611,1,10,0,4
216,2020-01-10 01:00:00,2952.9565350000003,1,10,1,4
217,2020-01-10 02:00:00,2874.244823,1,10,2,4
218,2020-01-10 03:00:00,2836.789964,1,10,3,4
219,2020-01-10 04:00:00,3049.171891,1,10,4,4
220,2020-01-10 05:00:00,3254.418331,1,10,5,4
221,2020-01-10 06:00:00,3780.570837,1,10,6,4
222,2020-01-10 07:00:00,4394.958608,1,10,7,4
223,2020-01-10 08:00:00,4595.544848,1,10,8,4
224,2020-01-10 09:00:00,4581.32959,1,10,9,4
225,2020-01-10 10:00:00,4626.166113,1,10,10,4
226,2020-01-10 11:00:00,4576.895748,1,10,11,4
227,2020-01-10 12:00:00,4459.378960999999,1,10,12,4
228,2020-01-10 13:00:00,4380.449805,1,10,13,4
229,2020-01-10 14:00:00,4403.187284,1,10,14,4
230,2020-01-10 15:00:00,4348.612676,1,10,15,4
231,2020-01-10 16:00:00,4572.616177,1,10,16,4
232,2020-01-10 17:00:00,4742.042834,1,10,17,4
233,2020-01-10 18:00:00,4530.324912,1,10,18,4
234,2020-01-10 19:00:00,4187.829573,1,10,19,4
235,2020-01-10 20:00:00,3832.655302,1,10,20,4
236,2020-01-10 21:00:00,3594.939506,1,10,21,4
237,2020-01-10 22:00:00,3364.571606,1,10,22,4
238,2020-01-10 23:00:00,3144.917043,1,10,23,4
239,2020-01-11 00:00:00,2961.01375,1,11,0,5
240,2020-01-11 01:00:00,2834.986949,1,11,1,5
241,2020-01-11 02:00:00,2770.436604,1,11,2,5
242,2020-01-11 03:00:00,2745.79318,1,11,3,5
243,2020-01-11 04:00:00,2775.368093,1,11,4,5
244,2020-01-11 05:00:00,2827.5121520000002,1,11,5,5
245,2020-01-11 06:00:00,3067.852683,1,11,6,5
246,2020-01-11 07:00:00,3417.1421330000003,1,11,7,5
247,2020-01-11 08:00:00,3637.976147,1,11,8,5
248,2020-01-11 09:00:00,3802.077164,1,11,9,5
249,2020-01-11 10:00:00,4019.457242,1,11,10,5
250,2020-01-11 11:00:00,3988.329616,1,11,11,5
251,2020-01-11 12:00:00,3938.682946,1,11,12,5
252,2020-01-11 13:00:00,3984.084398,1,11,13,5
253,2020-01-11 14:00:00,4036.221387,1,11,14,5
254,2020-01-11 15:00:00,4061.07574,1,11,15,5
255,2020-01-11 16:00:00,4235.655175,1,11,16,5
256,2020-01-11 17:00:00,4524.8942879999995,1,11,17,5
257,2020-01-11 18:00:00,4418.068571,1,11,18,5
258,2020-01-11 19:00:00,4115.326607,1,11,19,5
259,2020-01-11 20:00:00,3906.323568,1,11,20,5
260,2020-01-11 21:00:00,3707.885523,1,11,21,5
261,2020-01-11 22:00:00,3483.310688,1,11,22,5
262,2020-01-11 23:00:00,3219.625218,1,11,23,5
263,2020-01-12 00:00:00,3009.755702,1,12,0,6
264,2020-01-12 01:00:00,2905.797385,1,12,1,6
265,2020-01-12 02:00:00,2860.005776,1,12,2,6
266,2020-01-12 03:00:00,2830.620739,1,12,3,6
267,2020-01-12 04:00:00,2817.6784789999997,1,12,4,6
268,2020-01-12 05:00:00,2835.7095249999998,1,12,5,6
269,2020-01-12 06:00:00,2957.900029,1,12,6,6
270,2020-01-12 07:00:00,3157.0510600000002,1,12,7,6
271,2020-01-12 08:00:00,3420.645821,1,12,8,6
272,2020-01-12 09:00:00,3660.256424,1,12,9,6
273,2020-01-12 10:00:00,3722.5189,1,12,10,6
274,2020-01-12 11:00:00,3771.216351,1,12,11,6
275,2020-01-12 12:00:00,3755.50414,1,12,12,6
276,2020-01-12 13:00:00,3739.0776849999997,1,12,13,6
277,2020-01-12 14:00:00,3741.86152,1,12,14,6
278,2020-01-12 15:00:00,3779.952096,1,12,15,6
279,2020-01-12 16:00:00,4008.185667,1,12,16,6
280,2020-01-12 17:00:00,4366.34212,1,12,17,6
281,2020-01-12 18:00:00,4260.265912,1,12,18,6
282,2020-01-12 19:00:00,4156.823134,1,12,19,6
283,2020-01-12 20:00:00,3851.772016,1,12,20,6
284,2020-01-12 21:00:00,3579.526143,1,12,21,6
285,2020-01-12 22:00:00,3394.233164,1,12,22,6
286,2020-01-12 23:00:00,3166.701515,1,12,23,6
287,2020-01-13 00:00:00,3011.823664,1,13,0,0
288,2020-01-13 01:00:00,2925.4036659999997,1,13,1,0
289,2020-01-13 02:00:00,2862.549343,1,13,2,0
290,2020-01-13 03:00:00,2875.62378,1,13,3,0
291,2020-01-13 04:00:00,2987.715753,1,13,4,0
292,2020-01-13 05:00:00,3233.465867,1,13,5,0
293,2020-01-13 06:00:00,3850.8560860000002,1,13,6,0
294,2020-01-13 07:00:00,4472.29516,1,13,7,0
295,2020-01-13 08:00:00,4696.59179,1,13,8,0
296,2020-01-13 09:00:00,4619.038073,1,13,9,0
297,2020-01-13 10:00:00,4632.28679,1,13,10,0
298,2020-01-13 11:00:00,4589.057092,1,13,11,0
299,2020-01-13 12:00:00,4521.962441000001,1,13,12,0
300,2020-01-13 13:00:00,4573.91669,1,13,13,0
301,2020-01-13 14:00:00,4459.593144,1,13,14,0
302,2020-01-13 15:00:00,4410.989604,1,13,15,0
303,2020-01-13 16:00:00,4619.113542,1,13,16,0
304,2020-01-13 17:00:00,4893.723471,1,13,17,0
305,2020-01-13 18:00:00,4712.815713,1,13,18,0
306,2020-01-13 19:00:00,4386.24215,1,13,19,0
307,2020-01-13 20:00:00,4295.934792,1,13,20,0
308,2020-01-13 21:00:00,4031.901784,1,13,21,0
309,2020-01-13 22:00:00,3718.526164,1,13,22,0
310,2020-01-13 23:00:00,3389.905127,1,13,23,0
311,2020-01-14 00:00:00,3180.2340790000003,1,14,0,1
312,2020-01-14 01:00:00,3056.453696,1,14,1,1
313,2020-01-14 02:00:00,3039.194113,1,14,2,1
314,2020-01-14 03:00:00,3038.956624,1,14,3,1
315,2020-01-14 04:00:00,3128.437026,1,14,4,1
316,2020-01-14 05:00:00,3384.531844,1,14,5,1
317,2020-01-14 06:00:00,4032.481275,1,14,6,1
318,2020-01-14 07:00:00,4628.946059,1,14,7,1
319,2020-01-14 08:00:00,4867.400524,1,14,8,1
320,2020-01-14 09:00:00,4905.278881,1,14,9,1
321,2020-01-14 10:00:00,4944.166517,1,14,10,1
322,2020-01-14 11:00:00,4873.077033,1,14,11,1
323,2020-01-14 12:00:00,4719.809312,1,14,12,1
324,2020-01-14 13:00:00,4679.585978,1,14,13,1
325,2020-01-14 14:00:00,4656.173903,1,14,14,1
326,2020-01-14 15:00:00,4553.274992,1,14,15,1
327,2020-01-14 16:00:00,4692.994587,1,14,16,1
328,2020-01-14 17:00:00,5059.617084,1,14,17,1
329,2020-01-14 18:00:00,4798.074148,1,14,18,1
330,2020-01-14 19:00:00,4534.382301000001,1,14,19,1
331,2020-01-14 20:00:00,4266.399445,1,14,20,1
332,2020-01-14 21:00:00,3999.16152,1,14,21,1
333,2020-01-14 22:00:00,3680.775808,1,14,22,1
334,2020-01-14 23:00:00,3313.55924,1,14,23,1
335,2020-01-15 00:00:00,3157.128268,1,15,0,2
336,2020-01-15 01:00:00,3052.7931350000003,1,15,1,2
337,2020-01-15 02:00:00,3022.988261,1,15,2,2
338,2020-01-15 03:00:00,2991.327946,1,15,3,2
339,2020-01-15 04:00:00,3074.362669,1,15,4,2
340,2020-01-15 05:00:00,3265.998964,1,15,5,2
341,2020-01-15 06:00:00,3869.201788,1,15,6,2
342,2020-01-15 07:00:00,4558.7014340000005,1,15,7,2
343,2020-01-15 08:00:00,4725.903014,1,15,8,2
344,2020-01-15 09:00:00,4708.310263,1,15,9,2
345,2020-01-15 10:00:00,4697.648193999999,1,15,10,2
346,2020-01-15 11:00:00,4615.190621,1,15,11,2
347,2020-01-15 12:00:00,4575.331005,1,15,12,2
348,2020-01-15 13:00:00,4675.433447,1,15,13,2
349,2020-01-15 14:00:00,4583.467242,1,15,14,2
350,2020-01-15 15:00:00,4478.47603,1,15,15,2
351,2020-01-15 16:00:00,4693.211698,1,15,16,2
352,2020-01-15 17:00:00,4976.9399459999995,1,15,17,2
353,2020-01-15 18:00:00,4775.285566,1,15,18,2
354,2020-01-15 19:00:00,4494.854897,1,15,19,2
355,2020-01-15 20:00:00,4277.202749,1,15,20,2
356,2020-01-15 21:00:00,3997.865897,1,15,21,2
357,2020-01-15 22:00:00,3669.523912,1,15,22,2
358,2020-01-15 23:00:00,3388.393789,1,15,23,2
359,2020-01-16 00:00:00,3228.4827960000002,1,16,0,3
360,2020-01-16 01:00:00,3086.233559,1,16,1,3
361,2020-01-16 02:00:00,3048.818976,1,16,2,3
362,2020-01-16 03:00:00,3059.368478,1,16,3,3
363,2020-01-16 04:00:00,3125.9042259999997,1,16,4,3
364,2020-01-16 05:00:00,3401.914344,1,16,5,3
365,2020-01-16 06:00:00,3943.8253910000003,1,16,6,3
366,2020-01-16 07:00:00,4563.644278,1,16,7,3
367,2020-01-16 08:00:00,4712.378202,1,16,8,3
368,2020-01-16 09:00:00,4729.676713,1,16,9,3
369,2020-01-16 10:00:00,4621.038286,1,16,10,3
370,2020-01-16 11:00:00,4568.225865,1,16,11,3
371,2020-01-16 12:00:00,4505.457226,1,16,12,3
372,2020-01-16 13:00:00,4472.124621,1,16,13,3
373,2020-01-16 14:00:00,4420.0521659999995,1,16,14,3
374,2020-01-16 15:00:00,4417.371145,1,16,15,3
375,2020-01-16 16:00:00,4588.371389,1,16,16,3
376,2020-01-16 17:00:00,4828.759435,1,16,17,3
377,2020-01-16 18:00:00,4663.623441,1,16,18,3
378,2020-01-16 19:00:00,4377.099516,1,16,19,3
379,2020-01-16 20:00:00,4124.595061,1,16,20,3
380,2020-01-16 21:00:00,4015.046313,1,16,21,3
381,2020-01-16 22:00:00,3733.778238,1,16,22,3
382,2020-01-16 23:00:00,3462.561822,1,16,23,3
383,2020-01-17 00:00:00,3233.394029,1,17,0,4
384,2020-01-17 01:00:00,3146.014083,1,17,1,4
385,2020-01-17 02:00:00,3107.800013,1,17,2,4
386,2020-01-17 03:00:00,3124.7706390000003,1,17,3,4
387,2020-01-17 04:00:00,3181.809875,1,17,4,4
388,2020-01-17 05:00:00,3411.515755,1,17,5,4
389,2020-01-17 06:00:00,3964.288471,1,17,6,4
390,2020-01-17 07:00:00,4499.295139,1,17,7,4
391,2020-01-17 08:00:00,4668.872489,1,17,8,4
392,2020-01-17 09:00:00,4655.9766899999995,1,17,9,4
393,2020-01-17 10:00:00,4594.395619,1,17,10,4
394,2020-01-17 11:00:00,4493.138228,1,17,11,4
395,2020-01-17 12:00:00,4301.756697,1,17,12,4
396,2020-01-17 13:00:00,4186.771505,1,17,13,4
397,2020-01-17 14:00:00,4054.763541,1,17,14,4
398,2020-01-17 15:00:00,4021.037323,1,17,15,4
399,2020-01-17 16:00:00,4239.027682,1,17,16,4
400,2020-01-17 17:00:00,4561.695432,1,17,17,4
401,2020-01-17 18:00:00,4413.871824,1,17,18,4
402,2020-01-17 19:00:00,4079.56414,1,17,19,4
403,2020-01-17 20:00:00,3821.4331779999998,1,17,20,4
404,2020-01-17 21:00:00,3524.36751,1,17,21,4
405,2020-01-17 22:00:00,3399.00897,1,17,22,4
406,2020-01-17 23:00:00,3106.951321,1,17,23,4
407,2020-01-18 00:00:00,2945.274629,1,18,0,5
408,2020-01-18 01:00:00,2856.783968,1,18,1,5
409,2020-01-18 02:00:00,2777.588565,1,18,2,5
410,2020-01-18 03:00:00,2757.153079,1,18,3,5
411,2020-01-18 04:00:00,2805.27892,1,18,4,5
412,2020-01-18 05:00:00,2896.635772,1,18,5,5
413,2020-01-18 06:00:00,3050.058508,1,18,6,5
414,2020-01-18 07:00:00,3377.622074,1,18,7,5
415,2020-01-18 08:00:00,3665.9650779999997,1,18,8,5
416,2020-01-18 09:00:00,3842.67702,1,18,9,5
417,2020-01-18 10:00:00,3944.3315270000003,1,18,10,5
418,2020-01-18 11:00:00,3955.69969,1,18,11,5
419,2020-01-18 12:00:00,3911.905872,1,18,12,5
420,2020-01-18 13:00:00,3869.72746,1,18,13,5
421,2020-01-18 14:00:00,3775.01269,1,18,14,5
422,2020-01-18 15:00:00,3787.093012,1,18,15,5
423,2020-01-18 16:00:00,3990.714562,1,18,16,5
424,2020-01-18 17:00:00,4260.218491,1,18,17,5
425,2020-01-18 18:00:00,4185.304873,1,18,18,5
426,2020-01-18 19:00:00,3869.4131620000003,1,18,19,5
427,2020-01-18 20:00:00,3611.331913,1,18,20,5
428,2020-01-18 21:00:00,3469.851341,1,18,21,5
429,2020-01-18 22:00:00,3214.202734,1,18,22,5
430,2020-01-18 23:00:00,3002.504092,1,18,23,5
431,2020-01-19 00:00:00,2858.40594,1,19,0,6
432,2020-01-19 01:00:00,2750.647083,1,19,1,6
433,2020-01-19 02:00:00,2697.425768,1,19,2,6
434,2020-01-19 03:00:00,2668.967629,1,19,3,6
435,2020-01-19 04:00:00,2689.484626,1,19,4,6
436,2020-01-19 05:00:00,2758.475813,1,19,5,6
437,2020-01-19 06:00:00,2967.351744,1,19,6,6
438,2020-01-19 07:00:00,3267.008332,1,19,7,6
439,2020-01-19 08:00:00,3466.298308,1,19,8,6
440,2020-01-19 09:00:00,3649.607102,1,19,9,6
441,2020-01-19 10:00:00,3666.918086,1,19,10,6
442,2020-01-19 11:00:00,3653.024426,1,19,11,6
443,2020-01-19 12:00:00,3687.594369,1,19,12,6
444,2020-01-19 13:00:00,3586.239791,1,19,13,6
445,2020-01-19 14:00:00,3594.725328,1,19,14,6
446,2020-01-19 15:00:00,3661.098481,1,19,15,6
447,2020-01-19 16:00:00,3937.360206,1,19,16,6
448,2020-01-19 17:00:00,4391.317193,1,19,17,6
449,2020-01-19 18:00:00,4253.560105,1,19,18,6
450,2020-01-19 19:00:00,3978.153413,1,19,19,6
451,2020-01-19 20:00:00,3732.293518,1,19,20,6
452,2020-01-19 21:00:00,3513.615868,1,19,21,6
453,2020-01-19 22:00:00,3277.0432109999997,1,19,22,6
454,2020-01-19 23:00:00,3058.303317,1,19,23,6
455,2020-01-20 00:00:00,2930.132632,1,20,0,0
456,2020-01-20 01:00:00,2852.060412,1,20,1,0
457,2020-01-20 02:00:00,2804.582975,1,20,2,0
458,2020-01-20 03:00:00,2809.37099,1,20,3,0
459,2020-01-20 04:00:00,2886.735065,1,20,4,0
460,2020-01-20 05:00:00,3145.463362,1,20,5,0
461,2020-01-20 06:00:00,3799.920401,1,20,6,0
462,2020-01-20 07:00:00,4386.761009,1,20,7,0
463,2020-01-20 08:00:00,4573.422081,1,20,8,0
464,2020-01-20 09:00:00,4589.591338,1,20,9,0
465,2020-01-20 10:00:00,4614.659676,1,20,10,0
466,2020-01-20 11:00:00,4635.1656889999995,1,20,11,0
467,2020-01-20 12:00:00,4548.565223,1,20,12,0
468,2020-01-20 13:00:00,4542.394886,1,20,13,0
469,2020-01-20 14:00:00,4447.7460169999995,1,20,14,0
470,2020-01-20 15:00:00,4393.0058739999995,1,20,15,0
471,2020-01-20 16:00:00,4633.760226,1,20,16,0
472,2020-01-20 17:00:00,4884.933868,1,20,17,0
473,2020-01-20 18:00:00,4647.0919269999995,1,20,18,0
474,2020-01-20 19:00:00,4437.813878,1,20,19,0
